Código CCN,Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Número de camas instaladas,Tipo de Centro,Dependencia Funcional,Observaciones,Concierto,Acreditación Docente
0908005225,081379,Hospital Sociosanitari Mutuam Güell,Cataluña,Barcelona,Barcelona,Calle Mare de Deu de La Salut 49,08024,932133400,167,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0908005226,081616,Comunitat Terapéutica Arenys de Munt,Cataluña,Barcelona,Arenys de Munt,Carretera Barri Orient Can Zariquiey 26,08358,937938006,42,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
0908005227,081402,"Mutua de Granollers, Mutua de Previsio Social A Prima Fixa",Cataluña,Barcelona,Granollers,Plaza Pau Casals S/N,08402,938708099,20,Hospitales Generales,Privados,,Sin concierto,NO
0908005228,081728,Hospital General Penitenciari,Cataluña,Barcelona,Terrassa,Carretera Torrebonica S/N,08227,937317861,32,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Sin concierto,NO
0908005229,081430,Hospital Comarcal de L'Alt Penedés,Cataluña,Barcelona,Vilafranca del Penedès,Calle Espirall S/N,08720,938180440,144,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005230,081461,Institut Catalá D'Oncologia - Hospital Duran I Reynals,Cataluña,Barcelona,"Hospitalet de Llobregat, L'",Avenida Gran Vía 203,08908,933357011,126,Hospitales especializados,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0908005231,081458,Aptima Centre Clinic - Mutua de Terrassa,Cataluña,Barcelona,Terrassa,Plaza Doctor Robert 5,08221,937365072,70,Hospitales Generales,Privados,,Sin concierto,NO
0908005232,081483,Sar Mont Marti,Cataluña,Barcelona,Puig-reig,Carretera Casserres (Abans Po. La Sala S/N) 1,08692,938290138,20,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005236,081568,Ita Canet,Cataluña,Barcelona,Canet de Mar,Ronda Sant Elm 2,08360,932530137,77,Hospitales especializados,Privados,,Sin concierto,NO
0908005237,081326,Hospital de Mataró,Cataluña,Barcelona,Mataró,Carretera Cirera 230,08304,937417700,402,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005238,081574,Clínica Lluria,Cataluña,Barcelona,Barcelona,Pasaje Mercader 14,08008,934882142,40,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0908005240,081580,Antic Hospital de Sant Jaume I Santa Magdalena,Cataluña,Barcelona,Mataró,Calle Hospital 29-31,08301,937582800,70,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0908005241,081593,Parc Sanitari Sant Joan de Deu - Numancia,Cataluña,Barcelona,Barcelona,Calle Numancia 7-13,08029,933249600,159,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0908005242,081739,Centre Sociosanitari de L'Hospitalet - Consorci Sanitari Integral,Cataluña,Barcelona,"Hospitalet de Llobregat, L'",Avenida Josep Molins 41,08906,934407500,123,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005243,081605,Prytanis Hospitalet Centre Sociosanitari,Cataluña,Barcelona,"Hospitalet de Llobregat, L'",Calle Aprestadora 43-45,08902,932988090,142,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005245,081706,Centre Collserola Mutual,Cataluña,Barcelona,Barcelona,"Paseo Vall D'Hebron, 159",08035,933613900,34,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005247,081649,Hospital Sociosanitari Pere Virgili,Cataluña,Barcelona,Barcelona,Avenida Vallcarca 169-205,08023,932594000,366,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0908005248,081661,Benito Menni Complex Assistencial En Salut Mental,Cataluña,Barcelona,Granollers,Calle Francesc Ribas 59,08402,938425035,48,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0908005250,081694,Institut Catalá D'Oncologia - Hospital Germans Trías I Pujol,Cataluña,Barcelona,Badalona,Carretera Canyet S/N,08916,934651200,36,Hospitales especializados,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0908005251,081672,Hospital Sanitas Cima,Cataluña,Barcelona,Barcelona,Paseo Manuel Girona 33,08034,935522700,83,Hospitales Generales,Privados,,Sin concierto,NO
0908005252,081683,Parc Sanitari Sant Joan de Deu - App - 1,Cataluña,Barcelona,Sant Esteve Sesrovires,"Carretera De Martorell A Capellades ,",08635,937758000,150,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0908005253,081885,Hospital D'Igualada,Cataluña,Barcelona,Igualada,Avenida Catalunya 11,08700,938075500,285,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005255,081717,Centre Sociosanitari Sarquavitae Sant Jordi,Cataluña,Barcelona,Cornellà de Llobregat,Carretera Sant Joan Despi 60,08940,934752690,51,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005257,081784,Centre Sociosanitari D'Esplugues,Cataluña,Barcelona,Esplugues de Llobregat,Vía Augusta 66-70,08950,936406350,131,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005259,081740,Centro Residencial Domusvi La Salut Josep Servat.,Cataluña,Barcelona,Barcelona,Calle Antequera 8-18,08024,932857512,56,Hospitales de media y larga estancia,Privados,,Sin concierto,NO
0908005260,081795,Centre Sociosanitari Ricard Fortuny,Cataluña,Barcelona,Vilafranca del Penedès,Avenida Garraf 3,08720,938172357,187,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0908005261,081751,Clínica Creu Blanca,Cataluña,Barcelona,Barcelona,"Paseo Reina Elisenda de Montcada, 17",08034,932522522,51,Hospitales Generales,Privados,,Sin concierto,NO
0908005262,081919,Parc Sanitari Sant Joan de Deu - App - 2,Cataluña,Barcelona,Sant Esteve Sesrovires,Carretera Martorell A Capellades 23,08635,936935000,152,Hospitales Generales,Privados,,Sin concierto,NO
0908005263,081829,Centre Fórum,Cataluña,Barcelona,Barcelona,"Calle Llull, 410",08019,932483000,223,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005265,081762,Hestia Gracia,Cataluña,Barcelona,Barcelona,Calle Secretari Coloma 95,08024,934170400,153,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005268,080155,Clínica Mc Londres,Cataluña,Barcelona,Barcelona,Calle Londres 28-38,08029,934577200,22,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
0908005269,081830,Centre Sociosanitari Blauclinic Dolors Aleu,Cataluña,Barcelona,Barcelona,Calle Marques de Santa Anna 9,08023,934343216,174,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0908005270,081874,Clínica Galatea,Cataluña,Barcelona,Barcelona,Calle Palafolls 15-19,08017,932057267,22,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0908005271,081896,Centre Social I Sanitari Frederica Montseny,Cataluña,Barcelona,Viladecans,Calle Eslida 6-8,08840,936473525,183,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005272,081964,Unitat Polivalent Salut Mental Barcelona-Nord,Cataluña,Barcelona,Barcelona,Avenida Jorda 8,08035,934275250,52,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
0908005273,082012,Hospital Quirón Salud del Valles - Clínica del Valles,Cataluña,Barcelona,Sabadell,Paseo Rubio I Ors 25-27,08203,937283100,71,Hospitales Generales,Privados,,Sin concierto,SI
0908005275,081931,Centre Sociosanitari Sant Jordi de La Vall D'Hebron,Cataluña,Barcelona,Barcelona,Paseo Vall D'Hebron 135-141,08035,934280000,57,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0908005276,081942,"Lepant Residencial Qgg, S.L.",Cataluña,Barcelona,Barcelona,Calle Lepant 401-403,08025,934507438,31,Hospitales de media y larga estancia,Privados,,Sin concierto,SI
0908005279,081920,Centre Integral de Serveis En Salut Mental Comunitaria,Cataluña,Barcelona,Barcelona,Calle Verntallat 11-19,08024,932184908,25,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0908005280,082156,Clínica Sant Antoni,Cataluña,Barcelona,Barcelona,Calle Sant Eloi 6-8,08038,932974010,300,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005282,081347,Hospital Universitari Vall D'Hebron,Cataluña,Barcelona,Barcelona,Paseo Vall D'Hebron 119-129,08035,934893000,1315,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0908005288,082066,Hospital de Sant Joan Despi Moisés Broggi,Cataluña,Barcelona,Sant Joan Despí,Calle Oriol Martorell 12,08970,935531200,328,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005289,081997,"Cqm Clinic Maresme, S.L.",Cataluña,Barcelona,Mataró,Calle Lepant 13-21,08301,937556219,10,Hospitales Generales,Privados,,Sin concierto,NO
0908005290,082134,Ita Maresme,Cataluña,Barcelona,Barcelona,Calle Avenir 14,08006,933621258,56,Hospitales especializados,Privados,,Sin concierto,NO
0908005293,082112,Unitat Polivalent Benito Menni En Salut Mental de L'Hospitalet-El Prat de Llobregat,Cataluña,Barcelona,"Hospitalet de Llobregat, L'",Calle Sant Rafael 11,08905,936402400,35,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0908005298,082145,Centre Sociosanitari del Centre Integral de Salut Cotxeres,Cataluña,Barcelona,Barcelona,Avenida Borbo 18-30,08016,932438991,209,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005627,082178,Hospital Sociosanitari de Mollet,Cataluña,Barcelona,Mollet del Vallès,Calle Sant Llorenç 39-41,08100,935760300,109,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0908005675,082190,Iván Mañero Clinic,Cataluña,Barcelona,Sant Cugat del Vallès,Calle Víctor Hugo 24,08174,902401540,17,Hospitales especializados,Privados,,Sin concierto,SI
0908007674,082213,Centre D'Hospitalitzacio I Hospital de Dia Trastorns de La Conducta,Cataluña,Barcelona,Argentona,Calle Cires S/N,08310,937533006,40,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0908008299,082189,Centre Sociosanitari Isabel Roig,Cataluña,Barcelona,Barcelona,Calle Fernando Pessoa 47-51,08030,931780667,251,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0908009231,082236,Centre La Creueta,Cataluña,Barcelona,Sabadell,Plaza De Les Vaques S/N,08202,937451164,46,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908012300,082246,Unitat Terapéutica-Educativa Acompanya'M,Cataluña,Barcelona,Barcelona,Calle Jesús I Maria 18-20,08022,932532100,30,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto.,NO
0908014829,082268,"Ronda de Dalt, Centre Sociosanitari",Cataluña,Barcelona,Barcelona,Calle Pare Mariana 15,08035,937064156,34,Hospitales de media y larga estancia,Privados,,Sin concierto,NO
0908014888,082279,Eatica,Cataluña,Barcelona,Barcelona,Calle Angli 64,08017,620407483,32,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0908015458,082337,Residencia Nazaret,Cataluña,Barcelona,Malgrat de Mar,Calle Guillem de Palafolls 3,08380,937619900,42,Hospitales de media y larga estancia,Privados,,Sin concierto,NO
0908015997,082338,Mas Amigo Centre Especialitzat En Addiccions,Cataluña,Barcelona,Santa Margarida de Montbui,Barriada Mas Amigo S/N,08710,931353464,20,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0917000807,170097,Clínica Salus Infirmorum,Cataluña,Girona,Banyoles,Paseo Mossen Lluis Constans 130,17820,972570208,100,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0917000808,170101,Hospital de Sant Jaume,Cataluña,Girona,Blanes,Calle Jaume Arcelos 1,17300,972331550,23,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0917000809,170118,Hospital de Campdevanol,Cataluña,Girona,Campdevànol,Carretera De Gombren 20,17530,972730028,80,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0917000810,170123,Hospital de Figueres,Cataluña,Girona,Figueres,Ronda Rector Arolas S/N,17600,972501400,168,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0917000811,170139,Clínica Santa Creu,Cataluña,Girona,Figueres,"Calle Pere Mii, 41",17600,972503650,35,Hospitales Generales,Privados,,Sin concierto,NO
0917000812,170031,Clínica Bofill,Cataluña,Girona,Girona,Ronda Sant Antoni Maria Claret 20,17002,972204350,47,Hospitales Generales,Privados,,Sin concierto,SI
0917000813,170010,Hospital Universitari de Girona Dr. Josep Trueta,Cataluña,Girona,Girona,Avenida França S/N,17007,972940200,431,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0917000814,170059,Clínica Girona,Cataluña,Girona,Girona,Calle De Barcelona 204,17005,000000000,126,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0917000815,170062,Clínica Quirúrgica Onyar,Cataluña,Girona,Girona,Calle Heroines de Santa Barbara 6,17004,972204900,38,Hospitales Generales,Privados,,Sin concierto,NO
0917000816,170301,Hospital Santa Caterina-Ias,Cataluña,Girona,Salt,Avenida Doctor Castany (P. H. Marti I Julia) 90,17190,972182600,178,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0917000817,170216,Hospital Psiquiatric,Cataluña,Girona,Salt,"Calle Doctor Castany, S/N",17190,972182512,593,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0917000818,170160,Hospital Sociosanitari de Lloret de Mar,Cataluña,Girona,Lloret de Mar,"Calle Vall de Venecia, 59",17310,972364736,63,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0917000819,170176,Hospital D'Olot I Comarcal de La Garrotxa,Cataluña,Girona,Olot,Avenida Països Catalans 86,17800,972261800,137,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0917000820,170195,Hospital de Palamós,Cataluña,Girona,Palamós,Calle Hospital. 36,17230,972600160,136,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0917000822,170221,Residencia de Gent Gran Puig D'En Roca,Cataluña,Girona,Girona,Calle Antoni Vares I Martinell 37,17007,972209250,55,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),NO
0917000823,170237,Hospital Comarcal de Blanes,Cataluña,Girona,Blanes,Carretera Acces Cala Sant Francesc 5,17300,972353264,121,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0917000824,170242,Residencia Geriátrica Maria Gay,Cataluña,Girona,Girona,Calle Portal Nou 12,17004,972205045,24,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0917000825,170255,Hospital Sociosanitari Mutuam Girona,Cataluña,Girona,Girona,Avenida França 64,17007,972171819,104,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0917000826,170277,Centre Sociosanitari de Puigcerdà,Cataluña,Girona,Puigcerdà,Camino Antic de Llivia S/N,17520,972880150,52,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0917000827,170288,Centre Sociosanitari Bernat Jaume,Cataluña,Girona,Figueres,Ronda Rector Arolas S/N,17600,972501400,121,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0917000828,170299,Institut Catalá D'Oncologia Girona - Hospital Josep Trueta,Cataluña,Girona,Girona,Avenida França S/N,17007,972940200,26,Hospitales especializados,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0917000829,170323,Centre Sociosanitari Parc Hospitalari Marti I Julia,Cataluña,Girona,Salt,Calle Dr. Castany S/N,17190,972182512,120,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0917000830,170312,Centre Palamós Gent Gran,Cataluña,Girona,Palamós,Calle Provença 36,17230,972600160,100,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0917001139,170334,Hospital de Cerdanya / Hospital de Cerdagne,Cataluña,Girona,Puigcerdà,Camino D'Ur 31,17520,972114090,66,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0925000571,250077,Clínica Psiquiatrica Bellavista,Cataluña,Lleida,Lleida,Avenida Rovira Roure 116,25198,973231698,75,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0925000572,250019,Hospital Universitari Arnau de Vilanova de Lleida.,Cataluña,Lleida,Lleida,Avenida Alcalde Rovira Roure 80,25198,973248100,482,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0925000574,250045,Vithas Hospital Montserrat,Cataluña,Lleida,Lleida,Calle Bisbe Torres 13,25002,973266300,47,Hospitales Generales,Privados,,Sin concierto,NO
0925000575,250058,"Clínica Perpetuo Socorro de Lérida, Grupo Ha, Slu",Cataluña,Lleida,Lleida,Calle Bisbe Messeguer 3,25003,973266100,58,Hospitales Generales,Privados,,Sin concierto,NO
0925000576,250024,Hospital Santa Maria,Cataluña,Lleida,Lleida,Avenida Alcalde Rovira Roure 44,25198,973727222,251,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0925000577,250061,Clínica Mi Nova Aliança,Cataluña,Lleida,Lleida,Avenida Enric Prat de La Riba 79-81,25004,973232943,50,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0925000578,250117,Fundacio Sant Hospital.,Cataluña,Lleida,"Seu d'Urgell, La",Paseo Joan Brudieu 8,25700,973350050,88,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0925000579,250143,Hospital Comarcal del Pallars,Cataluña,Lleida,Tremp,Avenida Pau Casals 5,25620,973652255,63,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0925000580,250156,Espitau Val D'Aran,Cataluña,Lleida,Vielha e Mijaran,"Calle Espitau, 8",25530,973640004,40,Hospitales Generales,Privados,,Sin concierto,NO
0925000581,250138,"Centre Sanitari del Solsones, F.P.C.",Cataluña,Lleida,Solsona,"Plaza Antoni Guitart, 1",25280,973481172,32,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0925000582,250169,Hestia Balaguer.,Cataluña,Lleida,Balaguer,Calle Gregori Gallego 22-28,25600,973450304,120,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0925000583,250175,Residencia Terraferma,Cataluña,Lleida,Alpicat,Calle Partida del Grao S/N,25110,973737455,137,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0925000584,250181,"Castell D'Oliana Residencial, S.L",Cataluña,Lleida,Oliana,Carretera De Lleida A Puigcerdà .,25790,973463030,20,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
0925000586,250209,Hospital Jaume Nadal Meroles,Cataluña,Lleida,Lleida,Calle Academia 41,25002,973289333,126,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0925000587,250210,Sant Joan de Deu Terres de Lleida,Cataluña,Lleida,Almacelles,Carretera N-240 .,25100,973740010,14,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0925000909,250232,Hospital Sant Joan de Deu Lleida,Cataluña,Lleida,Lleida,Avenida Canadenca 28,25001,973740010,130,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0925001345,250243,Avantmedic,Cataluña,Lleida,Lleida,Calle Alfred Pereña 10,25008,973728292,19,Otros Centros con Internamiento,Privados,,Sin concierto,NO
0925001398,250254,Acompanya'M Lleida,Cataluña,Lleida,Lleida,Transversal D'Extremadura 13,25001,932142124,31,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,SI
0943000750,430108,Centre Mq Reus,Cataluña,Tarragona,Reus,Calle Antoni Gaudí 26,43203,977010800,50,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0943000751,430115,"Villablanca Serveis Assistencials, Sa",Cataluña,Tarragona,Reus,Partida Bellisens S/N,43204,977391810,350,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0943000752,430120,"Institut Pere Mata, S.A",Cataluña,Tarragona,Reus,Carretera De L'Institut Pere Mata S/N,43206,977338565,727,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0943000753,430069,Clínica Activa Mutua 2008,Cataluña,Tarragona,Tarragona,Calle Pin I Soler 12,43002,977217900,22,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,SI
0943000754,430043,Hospital de Sant Pau I Santa Tecla,Cataluña,Tarragona,Tarragona,Rambla Vella 14,43003,977259900,186,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0943000755,430017,Hospital Universitari Joan Xixi de Tarragona,Cataluña,Tarragona,Tarragona,Calle Doctor Mallafre Guasch 4,43005,977295800,372,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0943000756,430022,Hospital Sociosanitari Francoli,Cataluña,Tarragona,Tarragona,Calle Joan Pau Ir 2,43005,977232714,156,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0943000757,430056,Hospital Viamed Monegal,Cataluña,Tarragona,Tarragona,Calle López Peláez 15-17,43002,977225012,53,Hospitales Generales,Privados,,Sin concierto,NO
0943000758,430173,Hospital de La Santa Creu,Cataluña,Tarragona,Tortosa,Paseo Mossen Valls Bartomeu 1,43590,977500533,250,Hospitales de media y larga estancia,Municipio,,Red de utilización pública (RUP),SI
0943000759,430189,Clínica Terres de L'Ebre,Cataluña,Tarragona,Tortosa,Plaza Joaquim Bau 6-8,43500,977588200,40,Hospitales Generales,Municipio,,Red de utilización pública (RUP),SI
0943000760,430167,Hospital de Tortosa Vergé de La Cinta,Cataluña,Tarragona,Tortosa,Calle Esplanetes 44,43500,977519100,248,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0943000761,430081,Hospital Comarcal Mora D'Ebre,Cataluña,Tarragona,Móra d'Ebre,Calle Benet Messeguer S/N,43740,977401863,120,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0943000762,430228,Pius Hospital de Valls,Cataluña,Tarragona,Valls,Plaza Sant Francesc S/N,43800,977613000,142,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0943000763,430234,Residencia Alt Camp,Cataluña,Tarragona,Valls,Camino Del Bosc S/N,43800,977600292,50,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0943000764,430213,Policlínica Comarcal del Vendrell.,Cataluña,Tarragona,Santa Oliva,Avenida Santa Oliva 1-13,43710,977660140,136,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0943000765,430249,Centre Sociosanitari Ciutat de Reus,Cataluña,Tarragona,Reus,Camino De Tarragona 10-12,43204,977300021,85,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0943000766,430252,Hospital Comarcal D'Amposta,Cataluña,Tarragona,Amposta,Calle Jacint Verdaguer 11,43870,977700050,103,Hospitales Generales,Municipio,,Red de utilización pública (RUP),NO
0943000769,430265,Centre Sociosanitari Llevant,Cataluña,Tarragona,Tarragona,Calle Joan Fuster Ortells S/N,43007,977239412,60,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0943000770,430276,Residencia Vila-Seca,Cataluña,Tarragona,Vila-seca,Calle Requet de Félix 35,43480,977395825,35,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0943000771,430298,Hospital del Vendrell,Cataluña,Tarragona,"Vendrell, El",Carretera N-340 1193,43700,977257900,120,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0943000772,430287,Unitat Polivalent En Salut Mental D'Amposta,Cataluña,Tarragona,Amposta,Calle América 15,43870,977338565,127,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
0943000775,430300,Centre Sociosanitari I Residencia Assistida Salou,Cataluña,Tarragona,Salou,Avenida Pau Casals 4,43840,977385403,45,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0943000777,430322,Residencia Santa Tecla Ponent,Cataluña,Tarragona,Tarragona,Calle Menorca 26,43006,977540678,70,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0943001036,430094,Hospital Universitari de Sant Joan de Reus,Cataluña,Tarragona,Reus,Avenida Josep Laporte 2,43204,977310300,313,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0943002180,430355,Centro Zeus,Cataluña,Tarragona,Ulldecona,Carretera Tv-3319 (Els Rajolars) S/N,43550,643771223,16,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0943002181,430344,Llarga Estada Gipss,Cataluña,Tarragona,Tarragona,Calle Maternita D'Elna 1,43005,977234531,32,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Sin concierto,NO
1003000040,030190,Sanatorio San Francisco de Borja Fontilles,Comunidad Valenciana,Alicante,"Vall de Laguar, la","Carretera Orba-Vall de Laguar, Km 4 Numero S/N",03791,963511583;965583350,96,Hospitales de media y larga estancia,Organizaciones No Gubernamentales,,Concierto parcial,NO
1003000098,030351,Hospital La Pedrera,Comunidad Valenciana,Alicante,Dénia,Partida Plana Est 4,03700,965579702;966467170,107,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1003000121,030187,Hospital Sant Vicent del Raspeig,Comunidad Valenciana,Alicante,San Vicente del Raspeig/Sant Vicent del Raspeig,Calle Lillo Juan 137,03690,965907700,179,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1003000129,030041,Vithas Hospital Perpetuo Internacional,Comunidad Valenciana,Alicante,Alicante/Alacant,Plaza Doctor Gómez Ulla 15,03013,699507150;965230331,103,Hospitales Generales,Privados,,Sin concierto,NO
1003000134,030036,Clínica Vistahermosa Grupo Ha,Comunidad Valenciana,Alicante,Alicante/Alacant,Avenida Denia 103,03015,649303489;965268000,106,Hospitales Generales,Privados,,Concierto parcial,NO
1003000135,030067,Hospital Virgen de Los Lirios,Comunidad Valenciana,Alicante,Alcoy/Alcoi,Calle Caramanxel S/N,03804,965537400;965537499,305,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000136,030204,Hospital Marina Baixa de La Vila Joiosa,Comunidad Valenciana,Alicante,"Villajoyosa/Vila Joiosa, la",Avenida Alcalde En Jaume Botella Mayor 7,03570,966859858;966907200,270,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
