Código CCN,Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Número de camas instaladas,Tipo de Centro,Dependencia Funcional,Observaciones,Concierto,Acreditación Docente
0141006842,410476,Hospital de La Mujer,Andalucía,Sevilla,Sevilla,Avenida Manuel Siurot S/N,41013,955012720,221,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0141006854,410496,"Adinfa, Sociedad Cooperativa Andaluza",Andalucía,Sevilla,Coria del Río,Calle Maria Jesús 3,41100,607271338,25,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
0141006864,410205,Hospital de Emergencia Covid 19,Andalucía,Sevilla,Sevilla,Calle Maria Galiana 8,41013,955013466,276,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0222000001,220036,Hospital Sagrado Corazón de Jesús,Aragón,Huesca,Huesca,Paseo Lucas Mallada 22,22006,974292000,70,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0222000002,220015,Hospital Universitario San Jorge,Aragón,Huesca,Huesca,Avenida Martínez de Velasco 36,22004,974247000,297,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0222000003,220054,Hospital de Barbastro,Aragón,Huesca,Barbastro,Carretera Nacional 240 S/N,22300,974249000,170,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0222000004,220020,Centro de Rehabilitación Psicosocial Santo Cristo de Los Milagros,Aragón,Huesca,Huesca,"Carretera Arguis KM 2,5",22006,974220772,110,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0222000005,220089,Hospital de Jaca Salud,Aragón,Huesca,Jaca,Carretera Rapitan S/N,22700,974355331,50,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0222000006,220041,Hospital Viamed Santiago,Aragón,Huesca,Huesca,Calle Sariñena 12,22004,974220600,28,Hospitales Generales,Privados,,Sin concierto,NO
0222000030,220105,Centro Sanitario Bajo Cinca-Baix Cinca,Aragón,Huesca,Fraga,Calle Hermana Andresa 2,22520,974474545,20,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0244000001,440048,Hospital de Alcañiz,Aragón,Teruel,Alcañiz,Calle Doctor Repolles 2,44600,978830100,145,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0244000002,440012,Hospital Obispo Polanco,Aragón,Teruel,Teruel,Avenida Ruiz Jarabo S/N,44002,978654000,211,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0244000003,440027,Hospital de San José,Aragón,Teruel,Teruel,Avenida Zaragoza 16,44001,978654070,50,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0244000004,440033,Centro de Rehabilitación Psicosocial San Juan de Dios,Aragón,Teruel,Teruel,Avenida Zaragoza 10-14,44001,978654040,150,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0250000001,500114,Hospital San Juan de Dios,Aragón,Zaragoza,Zaragoza,Paseo Colon 14,50006,976271660,188,Hospitales de media y larga estancia,Organizaciones No Gubernamentales,,Red de utilización pública (RUP),NO
0250000002,500129,Hospital Quironsalud Zaragoza,Aragón,Zaragoza,Zaragoza,Paseo Mariano Renovales S/N,50006,976720000,104,Hospitales Generales,Privados,,Sin concierto,NO
0250000034,500068,Centro de Rehabilitación Psicosocial Nuestra Señora del Pilar,Aragón,Zaragoza,Zaragoza,Calle Duquesa Villahermosa 66-68,50009,976331500,200,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0250000035,500093,"Clínica Montpellier, Grupo Ha, S.A.U",Aragón,Zaragoza,Zaragoza,Vía Hispanidad 37,50012,976765300,90,Hospitales Generales,Privados,,Concierto parcial,NO
0250000067,500188,Unidad Rehabilitadora de Media Estancia Profesor Rey Ardid,Aragón,Zaragoza,Zaragoza,Calle Camino Viejo de La Alfocea 10,50191,976731000,39,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,,Red de utilización pública (RUP),NO
0250000068,500055,Hospital Royo Villanova,Aragón,Zaragoza,Zaragoza,Avenida San Gregorio 30,50015,976466910,256,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0250000069,500021,Hospital Universitario Miguel Servet,Aragón,Zaragoza,Zaragoza,Paseo Isabel La Católica 1-3,50009,976765500,1198,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0250000070,500107,Centro Neuropsiquiátrico Nuestra Señora del Carmen,Aragón,Zaragoza,Zaragoza,Camino Abejar 100,50190,976770635,277,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,,Concierto parcial,NO
0250000071,500016,Hospital Clínico Universitario Lozano Blesa,Aragón,Zaragoza,Zaragoza,Calle San Juan Bosco 15,50009,976765700,808,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0250000082,500153,Hospital Ernest Lluch Martin,Aragón,Zaragoza,Calatayud,Carretera Sagunto Burgos KM 254,50300,976880964,122,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0250000083,500074,Hospital Nuestra Señora de Gracia,Aragón,Zaragoza,Zaragoza,Calle Ramon y Cajal 60,50004,976440022,145,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0250000085,500172,Unidad de Rehabilitación de Larga Estancia,Aragón,Zaragoza,Sádaba,Carretera Sos S/N,50670,976675479,45,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,,Sin concierto,NO
0250000086,500195,Hospital de Rehabilitación Psiquiatrica Prisma,Aragón,Zaragoza,Zaragoza,Calle Torre del Cerezo (San Juan de Mozarrifar) 17,50820,976151152,50,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0250000087,500080,Hospital Maz,Aragón,Zaragoza,Zaragoza,Avenida Academia General Militar 74,50015,976748000,81,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,,Concierto parcial,NO
0250000091,500218,Hospital Viamed Montecanal,Aragón,Zaragoza,Zaragoza,Calle Franz Schubert 2,50012,876241818,68,Hospitales Generales,Privados,,Concierto parcial,NO
0250000095,500200,Centro Sanitario Cinco Villas,Aragón,Zaragoza,Ejea de los Caballeros,Calle Antonio Machado 15,50009,976765700,17,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0250004610,500140,Hospital General de La Defensa En Zaragoza,Aragón,Zaragoza,Zaragoza,Calle Vía Ibérica 1-15 1-15,50009,976567710,200,Hospitales Generales,Ministerio de Defensa,,Concierto sustitutorio,NO
0250005838,500223,Hospital Hernan Cortes Miraflores,Aragón,Zaragoza,Zaragoza,Camino Torres (De Las) 51-53,50008,976222981,36,Hospitales Generales,Privados,,Concierto parcial,NO
0333000032,330321,Centro Salud Mental Perez Espinosa,Ppdo. de Asturias,Asturias,Llanera,Calle Santa Rosa 6,33690,985771677,35,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0333000265,330376,Instituto Oftalmológico Fernandez-Vega,Ppdo. de Asturias,Asturias,Oviedo,Avenida Dres. Fernandez Vega 34,33012,985240141;985241508,13,Hospitales especializados,Privados,,Sin concierto,SI
0333000848,330254,Fundacion Sanatorio Adaro,Ppdo. de Asturias,Asturias,Langreo,Calle Jove y Canella 1,33900,985692111,153,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO
0333001050,330138,Hospital Carmen y Severo Ochoa,Ppdo. de Asturias,Asturias,Cangas del Narcea,Calle Sienra 11,33800,985812346,103,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0333001052,330241,Hospital Valle del Nalon,Ppdo. de Asturias,Asturias,Langreo,Polígono De Riaño S/N,33920,985652000,216,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0333001472,330045,Hospital Monte Naranco,Ppdo. de Asturias,Asturias,Oviedo,Avenida Doctores Fernández Vega S/N,33012,985106900,194,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0333002321,330313,Hospital de Luarca,Ppdo. de Asturias,Asturias,Valdés,Calle Villar S/N,33700,985470707;985470727,19,Otros Centros con Internamiento,Privados,,Sin concierto,NO
0333002526,330208,Hospital Begoña,Ppdo. de Asturias,Asturias,Gijón,Avenida Pablo Iglesias 92,33204,985367711,41,Hospitales Generales,Privados,,Concierto parcial,NO
0333002562,330077,Clínica Asturias,Ppdo. de Asturias,Asturias,Oviedo,Calle Naranjo de Bulnes 4-6,33012,985286000,46,Hospitales Generales,Privados,,Concierto parcial,NO
0333002574,330306,Hospital del Oriente de Asturias Francisco Grande Covian,Ppdo. de Asturias,Asturias,Parres,Urbanización Castañera S/N,33540,985840032,90,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0333002581,330332,Clínica Psiquiatrica Somio,Ppdo. de Asturias,Asturias,Gijón,"Carretera La Providencia-Infanzon, 3518 3518",33203,985133806,40,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0333002620,330096,Clínica San Rafael,Ppdo. de Asturias,Asturias,Oviedo,"Calle La Estrecha, 33",33011,985282526,36,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Concierto parcial,NO
0333002775,330169,Hospital Cruz Roja Gijón,Ppdo. de Asturias,Asturias,Gijón,Calle Uría 37,33202,985195000,120,Hospitales Generales,Privados,,Sin concierto,NO
0333002776,330194,Hospital de Jove,Ppdo. de Asturias,Asturias,Gijón,Avenida Eduardo Castro S/N,33290,985320050,233,Hospitales Generales,Privados,,Concierto sustitutorio,SI
0333002777,330100,Hospital Universitario San Agustín,Ppdo. de Asturias,Asturias,Avilés,Camino De Heros 6,33401,985123000,436,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0333002780,330156,Hospital Universitario de Cabueñes,Ppdo. de Asturias,Asturias,Gijón,Calle Los Prados 395,33203,985185000;985185004,457,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0333002781,330175,Hospital Covadonga,Ppdo. de Asturias,Asturias,Gijón,Calle General Suarez Valdés 40,33204,985365122,24,Hospitales Generales,Privados,,Sin concierto,NO
0333003295,330365,Centro Terapeutico Vista Alegre,Ppdo. de Asturias,Asturias,Gijón,Calle Profesor Perez Pimentel (La Guía - Somio) 518,33203,985363435;985771677,28,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0333003415,330061,Centro Medico de Asturias,Ppdo. de Asturias,Asturias,Oviedo,Avenida Richard Grandio S/N,33193,985250300,105,Hospitales Generales,Privados,,Sin concierto,NO
0333003421,330117,Fundacion Hospital de Avilés,Ppdo. de Asturias,Asturias,Avilés,Calle Cabruñana 19,33402,627513515;985525744,90,Hospitales especializados,Privados,,Concierto parcial,NO
0333004419,330143,Hospital de Jarrio,Ppdo. de Asturias,Asturias,Coaña,Carretera De Jarrio S/N,33719,985639300,116,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0333005233,330354,Hospital Gijón,Ppdo. de Asturias,Asturias,Gijón,Avenida De La Costa 45,33201,985360612;985360613,32,Hospitales de media y larga estancia,Privados,,Sin concierto,NO
0333005240,330292,Hospital Universitario Central de Asturias,Ppdo. de Asturias,Asturias,Oviedo,Avenida De Roma S/N,33011,985108000,991,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0333005582,330325,Hospital Vital Alvarez Buylla,Ppdo. de Asturias,Asturias,Mieres,Calle Vistalegre 2,33619,985458500,176,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0333005595,330322,Cti de La Corredoria,Ppdo. de Asturias,Asturias,Oviedo,Calle Molin Los Canales S/N,33011,985292360,22,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0333005968,330409,Centro de Tratamiento Integral Montevil,Ppdo. de Asturias,Asturias,Gijón,Calle Álava 67,33210,985142483,21,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0407000001,070309,Hospital de Manacor,Illes Balears,Illes Balears,Manacor,Carretera Manacor - Alcudia S/N,07500,971847000,224,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0407000002,070048,Hospital General de Mallorca,Illes Balears,Illes Balears,Palma,Plaza Hospital 3,07012,871205000,87,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0407000003,070260,Hospital Juaneda Muro,Illes Balears,Illes Balears,Muro,Calle Veler S/N,07459,971891900,86,Hospitales Generales,Privados,,Concierto parcial,NO
0407000004,070099,Clínica Rotger,Illes Balears,Illes Balears,Palma,Calle Santiago Russinyol 9,07012,971448500,193,Hospitales Generales,Privados,,Sin concierto,NO
0407000005,070086,Hospital Sant Joan de Deu,Illes Balears,Illes Balears,Palma,Calle Sant Joan de Deu 7,07007,971265854,197,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO
0407000006,070295,Clínica Juaneda Mahón,Illes Balears,Illes Balears,Maó-Mahón,Avenida Vives Llull 6,07703,971351115,18,Hospitales Generales,Privados,,Concierto parcial,NO
0407000008,070110,Clínica Juaneda,Illes Balears,Illes Balears,Palma,Calle Company 30,07014,971731647,191,Hospitales Generales,Privados,,Sin concierto,SI
0407000009,070131,Juaneda Miramar,Illes Balears,Illes Balears,Palma,Calle Cami de La Vileta 30,07011,971767000,197,Hospitales Generales,Privados,,Concierto parcial,NO
0407000010,070184,Hospital Can Misses,Illes Balears,Illes Balears,Eivissa,Calle Corona S/N,07800,971397000,382,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0407000011,070064,Mutua Balear,Illes Balears,Illes Balears,Palma,Calle Bisbe Campins 4,07012,971213400,40,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,SI
0407000032,070244,Clínica Juaneda Menorca,Illes Balears,Illes Balears,Ciutadella de Menorca,Calle Canonge Moll S/N,07760,971480505,41,Hospitales Generales,Privados,,Concierto parcial,NO
0407000216,070051,Hospital Psiquiatric,Illes Balears,Illes Balears,Palma,Calle Cami de Jesús 40,07010,871205000,168,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0407000218,070162,Hospital Joan March,Illes Balears,Illes Balears,Bunyola,Carretera Palma-Soller KM. 12,07110,871202000,106,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0407000411,070377,Hospital Comarcal D´Inca,Illes Balears,Illes Balears,Inca,Carretera Vella de Llubi S/N,07300,971888514,173,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0407000423,070388,Hospital Mateu Orfila,Illes Balears,Illes Balears,Maó-Mahón,Ronda Malbuger 1,07703,971487000,142,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0407000872,070399,Hospital Universitari Son Espases,Illes Balears,Illes Balears,Palma,Carretera Valldemossa 79,07120,871205001,839,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0407001219,070201,Policlínica Nuestra Sra. del Rosario,Illes Balears,Illes Balears,Eivissa,Vía Romana S/N,07800,971301916,68,Hospitales Generales,Privados,,Concierto parcial,NO
0407001223,070070,Hospital de La Creu Roja Espanyola,Illes Balears,Illes Balears,Palma,Calle Pons I Gallarza 90,07004,971751445,71,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO
0407001617,070333,Hospital Son Llatzer,Illes Balears,Illes Balears,Palma,Carretera Manacor KM. 4,07198,871202000,423,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0407001618,070344,Hospital Quironsalud Palmaplanas,Illes Balears,Illes Balears,Palma,Calle Cami Dels Reis 308,07010,971918000,169,Hospitales Generales,Privados,,Concierto parcial,NO
0407001619,070366,Hospital de Formentera,Illes Balears,Illes Balears,Formentera,Calle Venda Des Brolls S/N,07860,971321212,13,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0407001647,070412,Hospital de Llevant,Illes Balears,Illes Balears,Manacor,Calle Escamarla 6,07680,971822400,70,Hospitales Generales,Privados,,Concierto parcial,SI
0407001688,070423,Hospital Quironsalud Son Veri,Illes Balears,Illes Balears,Llucmajor,Paseo Arbreda S/N,07609,971443030,34,Hospitales Generales,Privados,,Concierto parcial,NO
0407003152,070434,Clínica Luz de Palma,Illes Balears,Illes Balears,Palma,Calle Camilo José Cela 20,07014,971599167,19,Hospitales Generales,Privados,,Sin concierto,NO
0407003804,070445,Hospital Sant Joan de Deu Inca,Illes Balears,Illes Balears,Inca,Avenida Jaume Ir 44,07300,097126585,80,Hospitales especializados,Privados,,Concierto parcial,NO
