nombre,localidad,provincia,longitud,latitud
El Viso del Alcor,El Viso del Alcor,Sevilla,-5.725223004315172,37.38398577404315
Benaque,Benaque,Málaga,-4.216229173130878,36.76940127838228
Mentidero,Cádiz,Cádiz,-6.298138599249608,36.53315718959699
Tahal,Tahal,Almería,-2.2857548019547584,37.227178012653496
Barriada de los Ángeles,Barriada del Ángel,Córdoba,-4.654952000818728,37.927197999970396
Jamilena,Jamilena,Jaén,-3.9159735095117267,37.74556079545913
El Esparragal,El Esparragal,Córdoba,-4.216039169752417,37.5006957243605
Ubrique,Ubrique,Cádiz,-5.446951068810066,36.675423664449596
Serón,Serón,Almería,-2.5066893838897677,37.34465201502238
Isla Cristina,Isla Cristina,Huelva,-7.323331852097421,37.19655498250254
Valdelarco,Valdelarco,Huelva,-6.683606436257361,37.950492952488844
Coín,Coín,Málaga,-4.763099468502399,36.66323725085079
Guevéjar,Güevéjar,Granada,-3.5967474233884604,37.2585008582517
El Pozuelo,El Pozuelo,Granada,-3.1534159314454606,36.748746658711944
Cúllar,Cúllar,Granada,-2.575745334248999,37.584136509473275
La Paz,Cádiz,Cádiz,-6.274610591420877,36.51565872932233
Alcalá la Real Norte,Alcalá la Real,Jaén,-3.9238013602916286,37.46439635124816
Venta Quemada,Venta Quemada,Granada,-2.460973922456935,37.582164281076
Pedroche,Pedroche,Córdoba,-4.764054910033312,38.42930130284821
Beas de Granada,Beas de Granada,Granada,-3.4812390286722477,37.21884569021064
Onsares,Onsares,Jaén,-2.6034665236770858,38.458871629136404
La Muela,La Muela,Cádiz,-5.41170107120876,36.93047682686231
Cela,Balsa de Cela,Almería,-2.4483817532511396,37.37357486427578
Espelúy,Espeluy,Jaén,-3.8628695521952308,38.03214119067137
Varadero-Santa Adela,El Varadero,Granada,-3.520740618085159,36.7226869976109
La Fuensanta,Pol. Ind. San Rafael,Almería,-2.441860000396567,36.86610000066866
Badolatosa,Badolatosa,Sevilla,-4.672405286866905,37.306013002558146
El Mármol,El Mármol,Jaén,-3.433762101296194,38.06027887404692
Utrera-Sur,Utrera,Sevilla,-5.778867366655586,37.180542497610276
Carrión de los Céspedes D. Manuel Moreno Peralta,Carrión de los Céspedes,Sevilla,-6.330108563942814,37.367562571811675
Las Palmeritas,Sevilla,Sevilla,-5.968053091121772,37.37798373929602
Roquetas Sur,Roquetas de Mar,Almería,-2.6099534478304425,36.76233823219964
Navalcuervo,Navalcuervo,Córdoba,-5.3051634889803125,38.21054033430568
Villalba del Alcor,Villalba del Alcor,Huelva,-6.473436845240253,37.39672801198319
Marqués de Paradas,Sevilla,Sevilla,-6.001559574047925,37.39067995871087
Úbeda,Úbeda,Jaén,-3.374504340647526,38.013599528880796
Cruz de Caravaca,Almería,Almería,-2.4560097370798664,36.85154672061902
Niebla,Niebla,Huelva,-6.6780163097281235,37.360500549122825
La Corte de Santa Ana,La Corte,Huelva,-6.736227917533442,37.8592568419804
Cájar,Cájar,Granada,-3.5716178271311594,37.134428057117475
Capuchinos,Málaga,Málaga,-4.424730294608738,36.73063142667031
La Barca,La Barca de la Florida,Cádiz,-5.933181372510421,36.65070256579525
Villanueva Mesía,Villanueva Mesía,Granada,-4.012797175451936,37.214788973513464
El Gordillo,El Gordillo I,Sevilla,-5.9384997255613,37.44735097432939
Alcaudete,Alcaudete,Jaén,-4.0807513756288465,37.586867023555705
Caleta de Vélez,Caleta de Vélez,Málaga,-4.066041738018862,36.74917966043043
Arbuniel,Arbuniel,Jaén,-3.5396276404537206,37.62663812868206
Fátima,Fátima,Granada,-2.732824594001564,37.81933111182201
Izbor (El Pinar),Ízbor,Granada,-3.527040584993985,36.89475149432518
Béznar,Béznar,Granada,-3.5408398874800806,36.92723904198448
Marmolejo,Marmolejo,Jaén,-4.172278000222734,38.0424370001618
Villanueva del Duque,Villanueva del Duque,Córdoba,-4.998475604909987,38.39497046691743
Romilla la Nueva,Romilla la Nueva,Granada,-3.8045224570645586,37.164140083967105
Encinasola,Encinasola,Huelva,-6.871142581160804,38.13458988620143
Los Carvajales,Los Carvajales,Málaga,-4.6957638405416295,37.173592640038926
Lepe,Lepe,Huelva,-7.2048487956551615,37.24658930927697
Las Marinas,Las Marinas,Almería,-2.6303899998155713,36.73260000119741
San Isidro,San Isidro del Guadalete,Cádiz,-5.987187579450128,36.64388189389422
El Cerro del Andévalo,El Cerro de Andévalo,Huelva,-6.940134438460686,37.73573126844472
Dalías,Dalías,Almería,-2.870882743141186,36.82094056235154
Rágol,Rágol,Almería,-2.6829863891050443,36.99542131382942
La Orden,Huelva,Huelva,-6.937061032504669,37.27974322355542
Rubite,Rubite,Granada,-3.3483907909574437,36.80956219507958
La Victoria,La Victoria,Córdoba,-4.8526979626428455,37.68401344087044
El Cobre,Algeciras,Cádiz,-5.470676444153735,36.11698481270125
Puebla de los Infantes,La Puebla de los Infantes,Sevilla,-5.385766859535346,37.7820989975769
La Zarza,La Zarza,Huelva,-6.856656128561491,37.715098839560305
Porrosillo,El Porrosillo,Jaén,-3.417643398470546,38.22249019108323
Polopos,Polopos,Almería,-2.079692869780784,37.02595551903052
Marigenta,Marigenta,Huelva,-6.582386269128472,37.62296848606843
Fígares,Granada,Granada,-3.603614708847588,37.16866607387227
Fuensanta,Fuensanta,Granada,-3.9036998716344384,37.17989219800511
La Candelaria,Sevilla,Sevilla,-5.956470113713487,37.37935207366396
San Felipe,Jaén,Jaén,-3.7942879672773517,37.760946314618494
El Fargue,Alquería del Fargue,Granada,-3.5638492421992147,37.203546534385815
San Luis,Sevilla,Sevilla,-5.98812144939932,37.39744275008583
Rio San Pedro,Barriada Río San Pedro,Cádiz,-6.224334728248981,36.52281753316642
El Potro,El Carmen,Almería,-2.4414151306390415,36.89383578830776
La Zubia,La Zubia,Granada,-3.5818674589210286,37.11480853373952
Begíjar,Begíjar,Jaén,-3.532655999973813,37.98580499981798
Paradas,Paradas,Sevilla,-5.491678336536597,37.28977712375469
Alora,Álora,Málaga,-4.70456368607486,36.823586013310845
La Granada de Riotinto,La Granada de Río-Tinto,Huelva,-6.510030965352433,37.768251213475594
Ronda-Norte,Ronda,Málaga,-5.159735024914838,36.745303639126504
Lújar,Lújar,Granada,-3.403147284940889,36.78727666655612
Romilla,Romilla,Granada,-3.7945095832125038,37.20125499830111
Manilva,Manilva,Málaga,-5.253583854813091,36.37677888082574
Benamejí Francisco Nieto Lucena,Benamejí,Córdoba,-4.5415346528055,37.27156852313907
Alfaix,Los López,Almería,-1.9669817072921905,37.13917613460662
San Miguel,Torremolinos,Málaga,-4.50416277444303,36.62356131352815
Bubión,Bubión,Granada,-3.355050592508841,36.94907544365202
Los Rosales,Huelva,Huelva,-6.9271197008251715,37.26227114683131
Almensilla,Almensilla,Sevilla,-6.114701517061667,37.30817314542616
Huévar,Huévar del Aljarafe,Sevilla,-6.279297181010097,37.35576907009053
Torreperogil,Torreperogil,Jaén,-3.288395147093703,38.03312227239266
Puente Génave,Puente de Génave,Jaén,-2.8014237804815245,38.35691325027811
Victoria,Málaga,Málaga,-4.415399081494091,36.727792395300305
Los Blázquez,Los Blázquez,Córdoba,-5.437760822559159,38.40684746619207
Adra,Adra,Almería,-3.024770262187325,36.747447781813214
Brenes,Brenes,Sevilla,-5.873677073484017,37.5519703803505
Polígono Norte,Sevilla,Sevilla,-5.975351343800144,37.4100369181862
Lucena del Puerto,Lucena del Puerto,Huelva,-6.731159774826657,37.30397309570299
Las Vertientes,Vertientes,Granada,-2.395490132412664,37.595203006805725
Llanos de Vícar,Llanos de Vícar,Almería,-2.6697192028266272,36.7495869743014
Ochavillo del Rio,Ochavillo del Río,Córdoba,-5.130866508951185,37.75318529885292
Monachil,Monachil,Granada,-3.539347554080737,37.13162969102718
La Cañada de Cañepla,Cañadas de Cañepla,Almería,-2.2844999996581636,37.79700000117135
El Vacar,El Vacar,Córdoba,-4.854251793620142,38.078370755103144
Lugros,Lugros,Granada,-3.2412181007596192,37.229830163033434
Alcosa Mercedes Navarro,Sevilla,Sevilla,-5.928287659394898,37.41288044433218
Dos Torres,Dos Torres,Córdoba,-4.894495461706204,38.445315316168106
Olivillo,Cádiz,Cádiz,-6.305602376752363,36.533208117699864
Puerto de la Torre,Málaga,Málaga,-4.481429790466965,36.73785880890127
Los Olivos,Loreto,Granada,-3.9581995714441507,37.179843022818766
Guadalcázar,Guadalcázar,Córdoba,-4.9450977465496875,37.758574924789286
Fuentes de Cesna,Fuentes de Cesna,Granada,-4.229152041102334,37.27077774999186
Lentejí,Lentegí,Granada,-3.674516559881132,36.834350079318305
Llanos de la Cañada,El Boticario,Almería,-2.389164590765225,36.86071353461807
Veracruz,Veracruz,Jaén,-3.1474950003157227,38.027129189157876
El Ejido Sur,El Ejido,Almería,-2.8133725969832573,36.76900235702195
La Iruela,La Iruela,Jaén,-2.9939079997594105,37.92061499997244
Torredelcampo,Torredelcampo,Jaén,-3.898610826604924,37.77047720382542
Gafarillos,Gafarillos,Almería,-2.0218464437543284,37.0571239750729
La Magdalena,Jaén,Jaén,-3.7974728289142643,37.77200034500289
Gualchos,Gualchos,Granada,-3.3897417937752117,36.743511381125096
Torrecuevas,Torrecuevas,Granada,-3.6899650001920627,36.759703320074735
Fornes,Fornes,Granada,-3.8551923420945626,36.95395146240778
Domingo Pérez,Domingo Pérez de Granada,Granada,-3.507854924966896,37.49690459768933
Riofrío,Entorno de Riofrío,Granada,-4.2045069405999795,37.1503276667651
Arroyo del Ojanco,Arroyo del Ojanco,Jaén,-2.899177138838764,38.32009922965591
Torrecera,Torrecera,Cádiz,-5.943861921070126,36.60788712723809
Ojuelos Bajos,Ojuelos Bajos,Córdoba,-5.381262551901253,38.19915402487802
Albaycín,Granada,Granada,-3.5932821974485027,37.18128119492561
Camporredondo,Camporredondo,Jaén,-3.004456751953907,38.275357053399304
Orcera,Orcera,Jaén,-2.662069996782491,38.317358043105
Porcuna,Porcuna,Jaén,-4.185677349729368,37.86985225038233
Ayamonte,Ayamonte,Huelva,-7.404203892511808,37.21082038035343
La Bobadilla,Bobadilla,Jaén,-4.105629954277866,37.66023306375238
Llano de los Olleres,Ramblicas,Almería,-2.1660156952316307,37.42667516585967
Virgen de la Cabeza,Andújar,Jaén,-4.057034999639216,38.03896799997673
Uleila del Campo,Uleila del Campo,Almería,-2.206052904879368,37.18582151827639
Martín de la Jara,Martín de la Jara,Sevilla,-4.964274237697467,37.107777967900766
Aljaraque,Aljaraque,Huelva,-7.01938186482974,37.26900202024859
Guadalén,Guadalén,Jaén,-3.508435312009421,38.14297806743354
Íllora,Íllora,Granada,-3.8742828381545524,37.28803832176992
San Jerónimo,Sevilla,Sevilla,-5.980415271677709,37.431275023341556
Ocaña,Ocaña,Almería,-2.7260197874746024,37.13157200869091
Igualeja,Igualeja,Málaga,-5.119571806785585,36.63171687723495
Capileira,Capileira,Granada,-3.3585799998849843,36.96150000046514
Valdecazorla,Valdecazorla,Jaén,-3.15772415621957,37.97147517616586
Arahal,Arahal,Sevilla,-5.5384300914205165,37.26585226314783
Algar,Algar,Cádiz,-5.657173818489059,36.6576143092231
Comares,Comares,Málaga,-4.249159783860699,36.84902091112144
Higuera de Calatrava,Higuera de Calatrava,Jaén,-4.158692000388226,37.79892100017494
El Garrobo,El Garrobo,Sevilla,-6.172482356531999,37.62545915465358
Algeciras-Sur Saladillo,Algeciras,Cádiz,-5.4490149162875765,36.12173490172595
Nívar,Nívar,Granada,-3.57612571579292,37.258152210098615
Cherín,Cherín,Granada,-3.0134068978710555,36.96692102666525
Pinos del Genil,Pinos Genil,Granada,-3.499327045897016,37.16382886665135
Lúcar,Lúcar,Almería,-2.424094490796351,37.39967702040868
El Torno,El Torno,Cádiz,-5.968653523395052,36.6189065338544
Fuente Victoria,Fuente Victoria,Almería,-2.8756829072022256,36.985544514034146
La Campana,La Campana,Sevilla,-5.428242460686424,37.56794362075141
Los Mochos,Los Mochos,Córdoba,-4.961666000566521,37.82938900076999
Pino Montano A,Sevilla,Sevilla,-5.964321995991521,37.42026614213271
El Jau,El Jau,Granada,-3.741037810803711,37.195652451878956
Santiago-Pontones,Santiago de la Espada,Jaén,-2.5503094400546265,38.11226666810396
La Dehesa,La Dehesa,Huelva,-6.582864210993883,37.71488813250098
Villacarrillo,Villacarrillo,Jaén,-3.081925395582176,38.1179636399377
Albuñuelas,Albuñuelas,Granada,-3.627936092212296,36.928898661048166
Las Infantas,Las Infantas,Jaén,-3.7848486406272945,37.915462026485585
Torvizcón,Torvizcón,Granada,-3.2987032448174154,36.87777752384685
Consultorio auxiliar - La Fernandina,La Fernandina,Jaén,-3.5916510002447066,38.22163000051511
San Juan Azn. Ntra Sra de la Paz,San Juan de Aznalfarache,Sevilla,-6.033140977061345,37.359361402165106
Conquista,Conquista,Córdoba,-4.500604623998176,38.407336705740605
Los Cortijillos,Cortijillos,Cádiz,-5.438744596306023,36.18799254668717
Linares D Arrayanes,Linares,Jaén,-3.63605003898689,38.108762968289156
Huétor-Santillán,Huétor de Santillán,Granada,-3.517143691791812,37.216942561566576
Acebuche,Acebuches,Granada,-3.5120677497751034,36.894638078262496
Guadarranque,Carteya-Guadarranque,Cádiz,-5.415320474753792,36.18264057026514
Pozo Alcón,Pozo Alcón,Jaén,-2.9322954625214193,37.70241713533472
Fuente de la Villa,Martos,Jaén,-3.962790310730203,37.7248252806066
Motril-Centro,Motril,Granada,-3.5233691169748824,36.74427038347109
El Viar,El Viar,Sevilla,-5.915319649979391,37.57421600094776
Belerda,Belerda,Jaén,-3.0324385673769965,37.759692857757386
Villarrodrigo,Villarrodrigo,Jaén,-2.635941396751604,38.48624432566131
El Pilar de Jaravia,Pilar de Jaravía,Almería,-1.6926694106667215,37.39170459552658
La Alfoquia,La Alfoquia,Almería,-2.0437958018128928,37.35251979102011
Maribáñez,Maribáñez,Sevilla,-5.893309964456738,37.1339811967863
Villaluenga del Rosario,Villaluenga del Rosario,Cádiz,-5.387219853398965,36.69647409025001
Santa María del Águila,Santa María del Águila,Almería,-2.776647129284626,36.785086069032666
La Malahá,La Malahá,Granada,-3.720559479844,37.100566897026134
Velefique,Entorno de Velefique,Almería,-2.4050599994938953,37.19220000058759
Los Carriones,Barrio Dolosa,Granada,-2.6679520963390466,37.6866539962936
Lebrija Ntra. Sra. del Castillo,Lebrija,Sevilla,-6.080346967829602,36.922369249791146
Benaoján,Benaoján,Málaga,-5.248901593525254,36.72039986576562
Yátor,Yátor,Granada,-3.136186526187174,36.95703733913913
Quesada,Quesada,Jaén,-3.0654666144571467,37.8414939631062
Campanillas,Campanillas,Málaga,-4.538281425935953,36.72300308070015
Zahara de la Sierra,Zahara,Cádiz,-5.391280039082816,36.83902888873218
Santa Fe de Mondújar,Santa Fe de Mondújar,Almería,-2.5323299997490394,36.97300000135702
Coria Blas Infante,Coria del Río,Sevilla,-6.05934288804008,37.28597124566209
Castilleja de Guzmán Dr Jesús Herráiz,Castilleja de Guzmán,Sevilla,-6.0588023812747736,37.408669870968055
Peñarroya,Peñarroya-Pueblonuevo,Córdoba,-5.273623313624323,38.303440992565626
Albaida del Aljarafe,Albaida del Aljarafe,Sevilla,-6.164378106678794,37.424174834798386
Huécija,Huécija,Almería,-2.611100126150921,36.968058200807754
La Hoya del Salobral,Hoya del Salobral,Jaén,-3.768383895854957,37.49361762762155
Carretera de la Sierra,Granada,Granada,-3.583510575009326,37.16570729871345
El Membrillo,Membrillo Alto,Huelva,-6.643763557500728,37.637242177705375
Bolonia,El Lentiscal,Cádiz,-5.762295265536933,36.0828462330151
Cárchel,Cárchel,Jaén,-3.636559932223943,37.65375362368715
Cumbres de San Bartolomé,Cumbres de San Bartolomé,Huelva,-6.739355825164236,38.07794421091686
Armuña de Almanzora,Armuña de Almanzora,Almería,-2.4112883569777255,37.35005291502632
Alanís,Alanís,Sevilla,-5.713742978508311,38.040215141439475
Enix,Enix,Almería,-2.6019008357573035,36.87705081962871
Almayate Alto,Almayate Bajo,Málaga,-4.1296617056988065,36.73044744373836
Santaella,Santaella,Córdoba,-4.844321682009082,37.56356655474708
Baños de la Encina,Baños de la Encina,Jaén,-3.7759811225632505,38.17269049108728
Siles,Siles,Jaén,-2.580664044311257,38.387298795025146
Puerto Rey,Puerto Rey,Almería,-1.8125007306567658,37.20958645241675
Huéneja,Huéneja,Granada,-2.949879840124094,37.17801962524805
Montefrío,Montefrío,Granada,-4.005615810121874,37.325573960628574
Benalmádena (Alcolea),La Capellanía,Málaga,-4.591738966887257,36.58645506196044
Cabañuelas Bajas,Las Cabañuelas,Almería,-2.6308969333833874,36.80159780450457
Puerto de Santa María Sur,El Puerto de Santa María,Cádiz,-6.235429859981036,36.598246755759796
Fuente la Lancha,Fuente la Lancha,Córdoba,-5.046363221560188,38.421954324630676
Villanueva de las Torres,Villanueva de las Torres,Granada,-3.089741454662899,37.556717578933814
Centro de Córdoba,Córdoba,Córdoba,-4.781406999989153,37.891115000285694
Mediterráneo Torrecardenas,Almería,Almería,-2.440869467396696,36.86084330768392
Cartaya,Cartaya,Huelva,-7.148828770194768,37.28328153786524
Purullena,Purullena,Granada,-3.189167217430514,37.31534123455182
Coripe,Coripe,Sevilla,-5.440317560688007,36.97349942608743
Los Boliches,Fuengirola,Málaga,-4.6207568881021,36.55159322357473
Sotiel Coronada,Sotiel Coronada,Huelva,-6.850345879752399,37.601045810292014
Montes de San Benito,Montes de San Benito,Huelva,-7.072241674178235,37.68039668034094
Las Norias,Las Norias,Almería,-2.7503687212572823,36.757093374381085
Olvera,Olvera,Cádiz,-5.256065178514984,36.93434706068723
Villanueva de las Cruces,Villanueva de las Cruces,Huelva,-7.02411525807898,37.626893439276145
Cortes de la Frontera,Cortes de la Frontera,Málaga,-5.339368375057581,36.62164294390099
La Roca,Málaga,Málaga,-4.434143533755061,36.735391637676614
Güejar-Sierra,Güéjar Sierra,Granada,-3.4400035624396543,37.15911048792894
Navahermosa,Navahermosa,Málaga,-4.842088943073633,37.15559034430916
Torre de la Reina Dr. Higinio Capote Gil,Torre de la Reina,Sevilla,-6.024883673310506,37.51227603392162
Adoratrices,Huelva,Huelva,-6.944222636322674,37.26284172255192
San Fernando Dr. Cayetano Roldan,San Fernando,Cádiz,-6.190298279717197,36.46933452874029
Huelva-Centro,Huelva,Huelva,-6.957847486829772,37.25351154575958
Algallarín,Algallarín,Córdoba,-4.456386699779884,37.998686833015846
Huéscar,Huéscar,Granada,-2.545086701003666,37.806209595903965
Guájar Faragüit,Guájar Faragüit,Granada,-3.5843602842049505,36.84169641075443
Bérchules,Bérchules,Granada,-3.1907875753558774,36.97315776019302
San García,Algeciras,Cádiz,-5.446999505505069,36.104536215160834
Carboneros,Carboneros,Jaén,-3.6319319999078754,38.230112999902
Aguadulce,Aguadulce,Sevilla,-4.991613856406983,37.252354104116485
Zamoranos,Zamoranos,Córdoba,-4.163507159388896,37.525389296770676
Roquetas,Roquetas de Mar,Almería,-2.617159736947518,36.763806776852114
La Rinconada,La Rinconada,Sevilla,-5.981228249282744,37.48886493090924
Tomasa Morales,Algeciras,Cádiz,-5.4571319999858545,36.119168999420204
Consultorio auxiliar - La Ribera,La Ribera,Huelva,-6.9058965598001985,37.3147538123864
Alameda,Alameda,Málaga,-4.652542619394421,37.20838507536611
Huétor Vega,Huétor Vega,Granada,-3.5687085807118883,37.147735581795516
El Almendro,El Almendro,Huelva,-7.270092233625437,37.50692841118066
Venta Nueva,Venta Nueva,Granada,-4.038349516935208,37.183651319198084
Montizón,Montizón,Jaén,-3.103163090170131,38.34283553553652
Grazalema,Grazalema,Cádiz,-5.366520262731408,36.7592532802888
Dr. Joaquín Pece,San Fernando,Cádiz,-6.208718298757596,36.458372334502805
Calañas,Calañas,Huelva,-6.878193657217763,37.651030947450266
La Redondela,La Redondela,Huelva,-7.270543764975965,37.22025133567933
La Antilla,La Antilla,Huelva,-7.220762485987232,37.20703269181179
Bogarre,Bogarre,Granada,-3.374184384280353,37.40986033748577
Albolote,Albolote,Granada,-3.6530083556737463,37.22706783067281
La Guardia,La Guardia de Jaén,Jaén,-3.69308291099801,37.74254278429422
Senés,Senés,Almería,-2.346448158241043,37.20424264718205
Dílar,Dílar,Granada,-3.6022715050863683,37.07563784561529
Rociana del Condado,Rociana del Condado,Huelva,-6.598865264739635,37.30981553912765
La Puerta de Segura,La Puerta de Segura,Jaén,-2.7379931849600903,38.3500988863494
Doña María,Doña María,Almería,-2.7121979962786944,37.135517110738164
Carmona Ntra. Sra. de Gracia,Carmona,Sevilla,-5.647614687226285,37.464337863513705
Vilches,Vilches,Jaén,-3.513276211444061,38.210104406850526
Fernán Pérez,Fernán Pérez,Almería,-2.066895145727443,36.91211045047124
Segura de la Sierra,Segura de la Sierra,Jaén,-2.6513551592405076,38.29770039100347
El Contador,El Contador,Almería,-2.362954276202879,37.588849504167726
Jimena,Jimena,Jaén,-3.476309729333398,37.84162112622185
Sayalonga,Sayalonga,Málaga,-4.011140370295019,36.79767810490647
Santo Tomé,Santo Tomé,Jaén,-3.1019982733777662,38.026366491287064
Olías,Olías,Málaga,-4.320473947446636,36.77113314621802
Alhendín,Alhendín,Granada,-3.644005782862448,37.107974800550124
Alamedilla,Alamedilla,Granada,-3.2433875300016144,37.58176761440942
El Baúl,Baúl,Granada,-2.928779256075726,37.42803205069097
Ropera,La Ropera,Jaén,-4.102280000177637,38.05406499972443
Estella del Marqués,Estella del Marqués,Cádiz,-6.076182283258804,36.68567931649555
Bujalance D. Antonio Fernandez de Molina y Cañas,Bujalance,Córdoba,-4.383890431263719,37.89727735824847
Nueva Jarilla,Nueva Jarilla,Cádiz,-6.030693006612989,36.7573837743619
Puente del Rio,Puente del Río,Almería,-2.9865807519709415,36.756975749261066
Genalguacil,Genalguacil,Málaga,-5.236085000518012,36.54518831235742
El Rocío,El Rocío,Huelva,-6.487235808575128,37.13231174741157
Albánchez de Mágina,Albanchez de Mágina,Jaén,-3.467135000179592,37.79343699924548
Sierra de Yeguas Manuel Ramón Bernal Páez,Sierra de Yeguas,Málaga,-4.871849583281001,37.124407241783594
Facinas,Facinas,Cádiz,-5.698537074935139,36.14146171433007
La Alquería,La Alquería,Granada,-2.5447666106387414,37.71380282049449
Fortuny (Velutti),Granada,Granada,-3.6009200003111745,37.18140000083839
El Gastor,El Gastor,Cádiz,-5.320514655726393,36.853912298723614
San Sebastián de los Ballesteros,San Sebastián de los Ballesteros,Córdoba,-4.824468328678695,37.652550232265895
Fuente del Rey,Fuente del Rey,Sevilla,-5.978254785781525,37.31240587485985
Coto de Bornos,Coto de Bornos,Cádiz,-5.6941019164442706,36.85190504707114
Cantillana D. Manuel Marroco Quevedo,Cantillana,Sevilla,-5.819918459084911,37.611270919952815
Consultorio auxiliar - Miller,Miller,Jaén,-2.4733895094239404,38.22146970543135
Torreblanca,Sevilla,Sevilla,-5.914096595861078,37.387303840277156
Santiponce,Santiponce,Sevilla,-6.041324389118281,37.432259898461226
Aeropuerto Viejo,Aeropuerto Viejo,Sevilla,-5.935589423546198,37.42167848002951
San Juan del Puerto,San Juan del Puerto,Huelva,-6.845558967932455,37.3150117915489
Lubrín,Lubrín,Almería,-2.0657291003064926,37.21405239481607
El Perrunal,Perrunal,Huelva,-6.870733603779486,37.70982836067393
Solera,Solera,Jaén,-3.369113145591595,37.68337649380821
Venta de los Santos,Venta de los Santos,Jaén,-3.074852529357199,38.36018361463013
Albendín,Albendín,Córdoba,-4.239358135969046,37.670857128632974
Torrequebradilla,Torrequebradilla,Jaén,-3.6614304885097964,37.9084474931452
Los Gallardos,Los Gallardos,Almería,-1.9397270667357338,37.16764816438056
Casarabonela,Casarabonela,Málaga,-4.84289912128307,36.786651049496264
María,María,Almería,-2.165921001069885,37.711574553003366
Traslasierra,Traslasierra,Huelva,-6.658923766289932,37.69913498845426
Guijo,El Guijo,Córdoba,-4.782986452960311,38.49489068221261
Chipiona Doctor Tolosa Latour,Chipiona,Cádiz,-6.429719999907993,36.74140000051397
Bayárcal,Bayárcal,Almería,-2.997103374389688,37.031677030069005
Villanueva del Rosario,Villanueva del Rosario,Málaga,-4.368016148835872,36.997998271914625
Beas de Guadix,Beas de Guadix,Granada,-3.204639072700814,37.27968473690046
Dos Hermanas A Doña Mercedes,Dos Hermanas,Sevilla,-5.926631937529478,37.27775695282587
Cardeña,Cardeña,Córdoba,-4.323228355919995,38.270610215977875
Fuensanta de Martos,Fuensanta de Martos,Jaén,-3.9049917852161045,37.64779183903543
Jerez Sur,Jerez de la Frontera,Cádiz,-6.136847691038607,36.668573398799246
El Hoyo,El Hoyo,Córdoba,-5.29082804478959,38.246826092079964
Castilleja de la Cuesta,Castilleja de la Cuesta,Sevilla,-6.057371863618863,37.383270805127104
Topares,Topares,Almería,-2.2288929494141163,37.86165874018647
Jabugo,Jabugo,Huelva,-6.730142340367325,37.91826490786461
Benarrabá,Benarrabá,Málaga,-5.2773591048828985,36.552784078385905
Restábal (El Valle),Restábal,Granada,-3.5822450540328075,36.92948275104136
Venta del Charco,Venta del Charco,Córdoba,-4.278714603270994,38.20279495376959
Isla Mayor,Isla Mayor,Sevilla,-6.165593340830965,37.1332624133222
Moraleda de Zafayona,Moraleda de Zafayona,Granada,-3.9671821242726555,37.16941033554535
Villanueva de la Concepción,Villanueva de la Concepción,Málaga,-4.532298597740388,36.93066154571801
El Consul,Málaga,Málaga,-4.477778860846667,36.72181008632259
Huelin,Málaga,Málaga,-4.433902482225153,36.70451739693678
Sabiote,Sabiote,Jaén,-3.3046300014535333,38.07009816048628
Calahonda,Calahonda,Granada,-3.418181728323571,36.70113920482067
Aeropuerto,Córdoba,Córdoba,-4.798019830392413,37.87376064014586
Bormujos,Bormujos,Sevilla,-6.075353654503782,37.37509113562953
Torreguadiaro,Torreguadiaro,Cádiz,-5.26732617610301,36.30165359832593
Las Lagunas,Las Lagunas,Málaga,-4.632404485725066,36.5441925087899
Churriana de la Vega,Churriana de la Vega,Granada,-3.6530355045212954,37.14703722480687
El Coronil Don Julio Borreguero,El Coronil,Sevilla,-5.633059763425427,37.07855672447698
Fuente de Piedra,Fuente de Piedra,Málaga,-4.733944057499801,37.13556553367639
Aldeahermosa,Aldeahermosa,Jaén,-3.1273393524088036,38.32979772764643
Sorihuela del Guadalimar,Sorihuela del Guadalimar,Jaén,-3.0536963667079164,38.239442118900286
Aguadulce Sur,Campillo del Moro,Almería,-2.584560275027997,36.8055433712961
Las Letanías Dra. Inmaculada Vieira,Sevilla,Sevilla,-5.966211000304716,37.365302000073896
Venta del Viso,Urbanización Félix,Almería,-2.697458899156839,36.79533391950214
Cisneo Alto-Las Naciones,Sevilla,Sevilla,-5.969974132702526,37.40603156930973
Alfacar,Alfacar,Granada,-3.561414829530092,37.23774524944496
Albánchez,Albanchez,Almería,-2.182409806125354,37.286334408771104
Osuna,Osuna,Sevilla,-5.102447583030326,37.2359548729516
Urrácal,Urrácal,Almería,-2.364576084104695,37.39736272390573
Sanlúcar-Barrio Alto,Sanlúcar de Barrameda,Cádiz,-6.350314721769596,36.777949205946626
Posadas D. Rafael Florez Crespo,Posadas,Córdoba,-5.104758099650591,37.80225223732412
Atajate,Atajate,Málaga,-5.245587812361341,36.63997385336314
Dehesas de Guadix,Dehesas de Guadix,Granada,-3.1027559834009577,37.58987670701554
Gabia la Chica (Las Gabias),Gabia Chica,Granada,-3.6531463091614476,37.12438640299173
Castellar,Castellar,Jaén,-3.132404209922618,38.25525212782221
Obejo,Obejo,Córdoba,-4.798560249180237,38.13085013092276
Alpandeire,Alpandeire,Málaga,-5.202735396839236,36.63351638201802
Cerrillo de Maracena,Cerrillo de Maracena,Granada,-3.6267663685281724,37.20301694414546
Corumbela,Corumbela,Málaga,-4.005290299484704,36.8216333603089
Rihornos,Rihornos,Jaén,-2.7124248239006845,38.283704027008746
