nombre,localidad,provincia,longitud,latitud
Puerto Santa María Angel Salvatierra,Centro de Salud Puerto Norte,Cádiz,-6.229805340834971,36.61196026382141
Canillas de Albaida,Canillas de Albaida,Málaga,-3.9855165830379438,36.84573415183706
Alcalá del Valle,Alcalá del Valle,Cádiz,-5.1711059466105525,36.90335562343601
Las Juntas,Las Juntas,Granada,-2.9021045753990835,37.33300646267324
Villaricos,Villaricos,Almería,-1.7693189760214947,37.25047485827769
La Yedra,La Yedra,Jaén,-3.4324259997690523,38.029089000626456
Ventorros de Balerma,Ventorros de Balerma,Granada,-4.253216181498928,37.22772351163562
Las Navas de Tolosa,Navas de Tolosa,Jaén,-3.587125604035097,38.28634787181286
Ecija Virgen del Valle,Écija,Sevilla,-5.074903562652108,37.53637992089483
San Telmo,Jerez de la Frontera,Cádiz,-6.132525095733656,36.67177825995837
Cenes de la Vega,Cenes de la Vega,Granada,-3.539046740559022,37.16042886484171
Gádor,Gádor,Almería,-2.491547246605883,36.95340005688663
Tabernas,Tabernas,Almería,-2.3945836443917803,37.04907609628703
Palma-Palmilla,Málaga,Málaga,-4.426623445665368,36.73818152736204
Benahadux,Benahadux,Almería,-2.460122043440388,36.931481511986625
Cerro Perea,Cerro Perea,Sevilla,-4.981997892079272,37.59057388783473
Almaciles,Almaciles,Granada,-2.336546681555553,37.97980221963843
Campillo del Rio,Campillo del Río,Jaén,-3.666839058492787,37.959185541494584
Virgen del Mar,Almería,Almería,-2.4509788973451316,36.8492495720777
Alcaucín,Alcaucín,Málaga,-4.113543045337779,36.90147721393692
Alsodux,Alsodux,Almería,-2.594694317334722,37.00267933936921
Los Nietos,Los Nietos,Almería,-2.1826474152912607,36.884544834131745
Palma del Rio Dr. Trujillo del Rio,El Vínculo,Córdoba,-5.266418613153484,37.700914877537194
Alomartes,Alomartes,Granada,-3.916311776747739,37.2609800243243
Orce,Orce,Granada,-2.4777862755447972,37.72059962297264
Algodonales,Algodonales,Cádiz,-5.402754161640366,36.880385160906386
Ronda Histórica,Sevilla,Sevilla,-5.979150954122889,37.39875702342038
Puerta Blanca,Málaga,Málaga,-4.449011198703906,36.68827310664905
Ntra.Sra. de la Oliva,Alcalá de Guadaíra,Sevilla,-5.833304323816859,37.33871508351441
Moclinejo,Moclinejo,Málaga,-4.252879514133458,36.77108478523422
Cañada Catena,Cañada Catena,Jaén,-2.7760868214138634,38.27496225912766
Pujaire,Pujaire,Almería,-2.2309587524055856,36.79568106161347
Nacimiento,Nacimiento,Almería,-2.647659622955788,37.106060264417714
Benacazón,Benacazón,Sevilla,-6.199310843200119,37.356542954196634
Murchas,Murchas,Granada,-3.5565865662771254,36.948303725368795
Villanueva del Trabuco,Villanueva del Trabuco,Málaga,-4.340496197860874,37.02682576142518
Benitorafe,Benitorafe,Almería,-2.2903819613219243,37.239755570985594
Mazagón,Mazagón,Huelva,-6.827596781584475,37.13735396989665
Castil de Campo,Castil de Campos,Córdoba,-4.142471602019209,37.493104252072364
Castro del Rio,Castro del Río,Córdoba,-4.4802880858524645,37.691856595703
Puerta de Madrid,Andújar,Jaén,-4.047366286284145,38.038175339890486
Cártama,Cártama,Málaga,-4.629410791738258,36.71282301190914
Beires,Beires,Almería,-2.791420000413291,37.012500001151835
Loreto-Puntales,Cádiz,Cádiz,-6.271557485236594,36.50527664941114
La Pañoleta,Barriada la Pañoleta,Sevilla,-6.031825675389875,37.38665683993739
Valverde del Camino,Valverde del Camino,Huelva,-6.748514854107014,37.573394489559476
Medina Sidonia,Medina Sidonia,Cádiz,-5.927661921209752,36.46540489773527
Jédula,Jédula,Cádiz,-5.932135230923217,36.72421084141789
Cútar,Cútar,Málaga,-4.227684446405827,36.83153191106051
Pedro Martínez,Pedro Martínez,Granada,-3.2316601677600345,37.498663527598715
Poblado Alfonso,Poblado de Alfonso Xiii,Sevilla,-6.13401209543655,37.16677046206668
Fernán Núñez Dª Josefina Carmona,Fernán-Núñez,Córdoba,-4.722465260502753,37.666593872079225
Los Lobos,Los Lobos,Almería,-1.7663970697895177,37.30691281064017
Villarrubia,Villarrubia,Córdoba,-4.912177733930113,37.84909094951517
Esquivel,Esquivel,Sevilla,-5.944079082425274,37.54511052367293
La Fuente,La Fuente,Almería,-1.746019483042436,37.38992170075636
Cástaras,Cástaras,Granada,-3.2538920609245436,36.93151993439924
Linares B Los Marqueses,Linares,Jaén,-3.6275245213266505,38.08787096291748
Poniente,Córdoba,Córdoba,-4.796372000579586,37.88168099935965
Tiena,Tiena,Granada,-3.7873838778170668,37.31964060289381
Huércal de Almería,Huércal de Almería,Almería,-2.4348715238052088,36.88299492661354
Sanlúcar-Barrio Bajo,Sanlúcar de Barrameda,Cádiz,-6.355820185789648,36.78106823291189
Las Pajanosas,Las Pajanosas,Sevilla,-6.108424315764763,37.57978203075769
Los Olivos,Los Olivos,Granada,-2.656419663620987,37.70396220308127
Villa del Rio,Pol. Ind. La Estrella,Córdoba,-4.282770751970463,37.98512903971255
Polopos,Polopos,Granada,-3.2971278603921217,36.79546049986821
San Hilario (Dos Hermanas B),Dos Hermanas,Sevilla,-5.918679735880452,37.28990511748377
Los Noguerones,Noguerones,Jaén,-4.161190000061689,37.65759599998177
Híjar (Las Gabias),Híjar,Granada,-3.6740778355121715,37.14968664370966
Espartinas,Espartinas,Sevilla,-6.12440591534173,37.38165466449733
Fuente Álamo,Fuente Álamo,Jaén,-4.034468924636329,37.47595686481599
El Posito,Arcos de la Frontera,Cádiz,-5.810004910766719,36.75014631778522
Coca de la Piñera,Barriada Coca de la Piñera,Sevilla,-6.038280061653553,37.38401007704085
Montequinto Olivar de Quinto,Quinto,Sevilla,-5.925862350768921,37.325063828150256
Colonia Santa Ana,Colonia Santa Ana,Málaga,-4.722286233460151,37.06241509769022
Martos,Martos,Jaén,-3.969427020348979,37.71673555628941
Consultorio auxiliar - Burunchel,Burunchel,Jaén,-2.953793842243724,37.94604228158726
Costacabana,Costacabana,Almería,-2.380559999918101,36.83938727004241
El Convoy,El Convoy,Almería,-1.7612049700972845,37.39647934720115
Zujaira,Zujaira,Granada,-3.8028622900243487,37.25546513713561
Belicena,Belicena,Granada,-3.6899224341894676,37.17263312991451
Las Casillas de Martos,Las Casillas,Jaén,-4.001251063573362,37.64220890739909
El Valle,Jaén,Jaén,-3.781293217742643,37.78119326490103
Las Cucharetas,Las Cucharetas,Granada,-2.784813141495318,37.62590377580869
Perchel,Málaga,Málaga,-4.425046953785484,36.7123118283919
Argamasón,El Argamasón,Almería,-1.9784758208250397,36.998824468398155
Castell de Ferro,Castell de Ferro,Granada,-3.3609013148378093,36.72387065415567
Santiago de Calatrava,Santiago de Calatrava,Jaén,-4.16700810457008,37.75340457218442
Minas de Herrerías,Las Herrerías,Huelva,-7.292685164942933,37.61114030669172
Minas de Riotinto,Minas de Riotinto,Huelva,-6.596097125485839,37.69297261551704
Majarromaque,José Antonio,Cádiz,-5.906470193596771,36.67070054890937
Pedro Abad,Pedro Abad,Córdoba,-4.461328463902896,37.962673395103565
El Alcornocal,El Alcornocal,Córdoba,-5.330306256137191,38.181363969711526
Cañete de las Torres,Pol. Ind. Los Ruedos,Córdoba,-4.31992124121005,37.86269731833944
Bollullos de la Mitación,Bollullos de la Mitación,Sevilla,-6.137915855759643,37.33512280050756
Santisteban del Puerto,Santisteban del Puerto,Jaén,-3.203664972165144,38.25437314812426
Cuevas de Ambrosio,Cuevas de Ambrosio,Jaén,-2.8356348656493653,38.25728507794212
Vélez Rubio,Vélez-Rubio,Almería,-2.0759404140346636,37.65145228742113
Almanzora,Almanzora,Almería,-2.133077166936034,37.349692528699094
Umbrete,Umbrete,Sevilla,-6.157262220100504,37.36633900728057
Pruna,Pruna,Sevilla,-5.221744479540327,36.97314296515545
Lobres,Lobres,Granada,-3.564260703008522,36.772382309733416
Almargen,Almargen,Málaga,-5.023640117921501,37.001155297905704
Algarrobo,Algarrobo,Málaga,-4.040283959904659,36.77122092023064
Salteras,Salteras,Sevilla,-6.110445218042768,37.416007365378775
La Campana (Nueva Andalucía),Nueva Andalucía,Málaga,-4.975792463506053,36.50190772716705
Esfiliana,Esfiliana,Granada,-3.1048877568620687,37.26719257085162
María Fuensanta Pérez Quirós,Sevilla,Sevilla,-5.926932334825071,37.39978232820006
Los Baños,Los Baños,Granada,-3.2126511600339605,37.30133758639689
Válor,Válor,Granada,-3.082507427197332,36.996713784349396
Dúdar,Dúdar,Granada,-3.483191356014519,37.186290859211624
Cijuela,Cijuela,Granada,-3.809148224917698,37.198876203611434
Agrón,Agrón,Granada,-3.830013442744121,37.03076829556321
Cogollos Guadix,Cogollos de Guadix,Granada,-3.1573638702662032,37.22529189285593
Bulevar,Jaén,Jaén,-3.786498753432713,37.78174187202693
Benatae,Benatae,Jaén,-2.650424735200065,38.352212482548374
Puerto de la Encina,Puerto de la Encina,Sevilla,-5.201118842338107,37.139892124370974
Pedro Ruiz,Pedro Ruiz,Granada,-3.751913416101785,37.21506611981295
Nerja,Nerja,Málaga,-3.8748740107217516,36.7555046725974
Cazorla,Cazorla,Jaén,-3.0015951802717544,37.91619262107376
El Cachorro,Sevilla,Sevilla,-6.009646218183002,37.38978861882275
Cuevas de Baza,Baza,Granada,-2.780866154484122,37.484058125115034
Cenascuras,Cenascuras,Granada,-3.0048538214483074,37.409988982587954
Campofrío,Campofrío,Huelva,-6.576920169408413,37.76709186252852
El Torrejón,Huelva,Huelva,-6.934910349133972,37.27400673785723
Chimeneas,Chimeneas,Granada,-3.8244482044063868,37.13201137165022
Parauta,Parauta,Málaga,-5.129710995494079,36.65555366490211
Arroyomolinos de León,Arroyomolinos de León,Huelva,-6.420247849093231,38.02425181508366
Obéilar,Obéilar,Granada,-3.855896453200498,37.250575040290876
Jerez del Marquesado,Jérez del Marquesado,Granada,-3.1602407752168618,37.183325301823544
Torre-Cardela,Torre-Cardela,Granada,-3.355864000645445,37.503729000198675
Zahara de los Atunes,Zahara de los Atunes,Cádiz,-5.843162394969887,36.13562615328897
Molvízar,Molvízar,Granada,-3.6091041643973405,36.78587373604807
Antequera Estación,Antequera,Málaga,-4.560413471283164,37.02649462800876
Collejares,Collejares,Jaén,-3.1394268016767195,37.79258177885369
Real de la Jara,El Real de la Jara,Sevilla,-6.153861132308004,37.949491530462424
Plaza de Toros,Almería,Almería,-2.4627434666790657,36.84803218758172
La Linea-Centro La Velada,La Línea de la Concepción,Cádiz,-5.3479614469827155,36.16621732688081
Albuñán,Albuñán,Granada,-3.1369094772533788,37.23098000937666
Dúrcal,Dúrcal,Granada,-3.5668503026146943,36.992507108486656
Puerta Este Dr. Pedro Vallina,Sevilla,Sevilla,-5.939185341290736,37.40141162428834
Fuente Camacho,Fuente Camacho,Granada,-4.254679172959729,37.09835449026961
Bélmez de la Moraleda,Bélmez de la Moraleda,Jaén,-3.383329999950824,37.724708000367784
Ventas de Huelma,Ventas de Huelma,Granada,-3.820976619686217,37.066850388919995
Cúllar Vega,Cúllar Vega,Granada,-3.6705579335953207,37.15320893022733
Cuevas de San Marcos,Cuevas de San Marcos,Málaga,-4.414387235391722,37.26670898997781
Corteconcepción,Corteconcepción,Huelva,-6.506408991104369,37.89615954856001
Valdés,Valdés,Málaga,-4.242765556439704,36.75736637889894
Doctor Federico Rubio,El Puerto de Santa María,Cádiz,-6.226050025820828,36.600031041013004
Bellavista,Sevilla,Sevilla,-5.964670976172677,37.32570598059868
La Montiela,La Montiela,Córdoba,-4.91870032947844,37.52566096306422
Valenzuela,Valenzuela,Córdoba,-4.219459836520792,37.77480269089234
Puerto Lope,Puerto Lope,Granada,-3.833615650855947,37.33671514259479
Carrasco,Carrasco,Jaén,-2.7186730659780216,38.26675601471446
Píñar,Píñar,Granada,-3.440518946870347,37.44254761587821
El Colorado,Barrio Nuevo-El Colorado,Cádiz,-6.091142619375429,36.33182903417854
Ciudad Jardín (Guadalmedina),Málaga,Málaga,-4.420103525445082,36.74782457911069
Moclín,Moclín,Granada,-3.7863162543873807,37.33920038952255
Solana de Torralba,Solana de Torralba,Jaén,-3.1721313360512426,37.988023041812006
Venta del Pobre,Venta del Pobre,Almería,-2.069823837669915,36.98979479422036
Cortes,Cortes,Granada,-3.2152293118005817,37.3103445116488
Puente Genil II,Puente Genil,Córdoba,-4.756497378451852,37.39539024883558
Tocón (Quéntar),Tocón,Granada,-3.3716161993928058,37.24078418164679
Pinzón,Pinzón,Sevilla,-6.0150196504790445,37.10895123720224
Churriana,Churriana,Málaga,-4.498646300496951,36.665056216863505
Itrabo,Ítrabo,Granada,-3.639735382592242,36.79954158586173
El Largo,Entorno de El Largo,Almería,-1.7664846203413023,37.337290667158506
Taraguilla,Taraguilla,Cádiz,-5.422279573869163,36.20617421017574
La Pedriza,La Pedriza,Jaén,-3.952519526550355,37.41083927649571
Cala del Moral,La Cala del Moral,Málaga,-4.311802426764927,36.716460554003945
La Algaba,La Algaba,Sevilla,-6.0136833604463655,37.465570141989986
Torrequebrada,Arroyo de la Miel-Benalmadena Costa,Málaga,-4.537159529748564,36.58266240864856
El Santiscal,El Santiscal,Cádiz,-5.782607876521278,36.76330511502923
Benagalbón,Benagalbón,Málaga,-4.244324512176934,36.736864141156715
Carlos Castilla del Pino,Córdoba,Córdoba,-4.797327699623843,37.88699130217485
San Pablo,Sevilla,Sevilla,-5.961080303859815,37.394328133196055
Las Pocicas,Las Pocicas,Almería,-2.1502596135986694,37.46799366743555
Frailes,Frailes,Jaén,-3.838227000222422,37.48605399931218
Puebla del Rio,La Puebla del Río,Sevilla,-6.0647622928450495,37.26568721932989
Gérgal,Gérgal,Almería,-2.5391106370442036,37.120110280304296
Huertas Bajas,Huertas Bajas,Córdoba,-4.555152117608065,37.46961969471258
Torres,Torres,Jaén,-3.5089410338012197,37.78403804211983
Chiclana Costa Los Gallos,Los Gallos,Cádiz,-6.168662893163648,36.395739958397904
Los Corrales,Los Corrales,Sevilla,-4.980419494648864,37.099620500659
Castaño del Robledo,Castaño del Robledo,Huelva,-6.703734430652597,37.894998317191494
Archidona,Archidona,Málaga,-4.392188467403732,37.092211167197604
Entrecaminos,Urbanización Entrecaminos,Jaén,-3.7362291882317678,37.763349991692884
Zafarraya,Zafarraya,Granada,-4.140004950372386,36.974154818910584
Vélez-Málaga Sur,Vélez-Málaga,Málaga,-4.100781861874315,36.7727418205418
Consultorio auxiliar - La Matea,La Matea,Jaén,-2.5935114189305066,38.082513093570554
Polícar,Polícar,Granada,-3.23320804927611,37.257473308851
Garcíez,Garcíez,Jaén,-3.45789922083952,37.87408394678236
Nigüelas,Nigüelas,Granada,-3.5390140972909907,36.97891049217726
Hernán Valle,Hernán-Valle,Granada,-3.0640868511596207,37.371784825533254
Cádiar,Cádiar,Granada,-3.17949139127666,36.946573817284964
Partaloa,Partaloa,Almería,-2.226214180383056,37.40606704829219
San Silvestre de Guzmán,San Silvestre de Guzmán,Huelva,-7.34820892523511,37.388075506290555
Arjona,Arjona,Jaén,-4.059337999522234,37.936060000100305
Los Chapatales,Los Chapatales,Sevilla,-5.984768580030769,37.15075788965701
Santa Rosalía,Santa Rosalía-Maqueda,Málaga,-4.568989992149741,36.732877235353605
Trasmulas,Trasmulas,Granada,-3.8727381042924764,37.19829271307335
Bacor-Olivar,Bácor,Granada,-2.954005511698994,37.53116106727138
Alicún Ortega,Alicún de Ortega,Granada,-3.137355000351674,37.607859999330465
La Carolina Purísima Concepción,La Carolina,Jaén,-3.6090000005728466,38.275688000582285
Espejo,Espejo,Córdoba,-4.554698204682984,37.67654676456531
Gelves,Gelves,Sevilla,-6.026821467281923,37.33562285002556
Miraflores de los Ángeles,Málaga,Málaga,-4.440929343299825,36.72874560387713
El Saetí,El Saeti,Almería,-2.0919999999509877,37.26510000066378
Benalúa de las Villas,Benalúa de las Villas,Granada,-3.682843297496838,37.42780061680994
Conil La Atalaya,Conil de la Frontera,Cádiz,-6.089982866339712,36.28087096464612
Úbeda Este,Úbeda,Jaén,-3.3610491313992616,38.016284453087145
Cañada del Rabadán,Cañada del Rabadán,Sevilla,-5.082867229430438,37.65867439537419
La Carrasca,La Carrasca,Jaén,-3.984670714946341,37.64590013193749
Arjonilla Matias Anguita Anguita,Arjonilla,Jaén,-4.105049974243476,37.972615182272264
Amante Laffón,Sevilla,Sevilla,-6.009636611567166,37.38090320053104
Polígono Sur,Sevilla,Sevilla,-5.970854837263015,37.359889909429405
Padul,Padul,Granada,-3.6286943985593845,37.02549617789436
El Higueral,Higueral,Almería,-2.4997090854316553,37.38406992604759
Valdelamusa,Valdelamusa,Huelva,-6.878161195465632,37.787435866980445
Trinidad Jesús Cautivo,Málaga,Málaga,-4.429563703449587,36.725676723307465
Amate,Sevilla,Sevilla,-5.952835879457316,37.376552913596335
Cuevas Bajas,Cuevas Bajas,Málaga,-4.489591297869622,37.234979012274685
Benalup,Benalup,Cádiz,-5.812940195020944,36.3470198201117
Cabra de Santo Cristo,Cabra del Santo Cristo,Jaén,-3.287259000248047,37.70546599993656
San Francisco,San Francisco,Almería,-1.8776249540971282,37.4214880552574
Jimera de Líbar,Jimera de Líbar,Málaga,-5.274655832785901,36.65234256879498
Viñuela,Viñuela,Málaga,-4.142379137676755,36.86545373763061
Campillo,El Campillo,Jaén,-3.045160502285591,38.2742462907518
El Cuervo,El Cuervo de Sevilla,Sevilla,-6.039897614553182,36.85359158389673
Aldeaquemada,Aldeaquemada,Jaén,-3.3711959998761367,38.41315500073472
Alcalá de Guadaira Don Paulino García Donas,Alcalá de Guadaíra,Sevilla,-5.839726971821467,37.349068800528364
Montilla,Montilla,Córdoba,-4.6428919767662356,37.58341405891787
Colmenar,Colmenar,Málaga,-4.336777130696983,36.906247400360186
Rus,Rus,Jaén,-3.4591743572449634,38.04460059785598
Santa Ana,Santa Ana,Jaén,-3.887802038934329,37.461519427665394
Hortichuela,Pilas de la Fuente del Soto,Jaén,-4.011825580637475,37.438955948853234
Cañete la Real,Cañete la Real,Málaga,-5.02258812948645,36.950350892662705
Cortelazor,Cortelazor,Huelva,-6.625301411301208,37.93557277820984
Guájar Fondón,Guájar Fondón,Granada,-3.5792232211005532,36.83540317512123
Totalán,Totalán,Málaga,-4.297734660197381,36.76403391027162
San José Escobar,San José de Escobar,Jaén,-3.958016891139859,38.02589638269011
Sabariego,Sabariego,Jaén,-4.0432559439012,37.52602454848202
Riogordo,Riogordo,Málaga,-4.293958023866169,36.915498744309794
San Martín del Tesorillo,San Martín del Tesorillo,Cádiz,-5.323977220651226,36.34043607483008
Macael,Macael,Almería,-2.3001584694689674,37.336691499494556
Los Pascuales,Los Pascuales,Jaén,-2.821842596826238,38.38365499110224
San José,Entorno de San José,Almería,-2.1131382201034232,36.75872490491023
Lopera,Lopera,Jaén,-4.215017320737247,37.94442727942082
Alhaurín el Grande Dr. Francisco Burgos Casero,Alhaurín el Grande,Málaga,-4.685634582818364,36.64389016138815
Cañada del Gamo,Cañada del Gamo,Córdoba,-5.404692323491871,38.205426697432806
La Concepción,La Concepción,Córdoba,-4.153563351495121,37.45117058172396
Cozvíjar (Villamena),Cozvíjar,Granada,-3.5887535514745714,36.99094070268241
El Pedroso,El Pedroso,Sevilla,-5.764535025081117,37.84332401613283
Pedrera,Pedrera,Sevilla,-4.897988511723946,37.22827052596014
Bonanza,Bonanza,Cádiz,-6.33486055289899,36.798465508834965
Pegalajar,Pegalajar,Jaén,-3.6453430250934344,37.738364107124305
El Campillo,El Campillo,Huelva,-6.626884769938491,37.693944694008415
Almáchar,Almáchar,Málaga,-4.217261631117931,36.809108034608144
Villanueva del Rio,Villanueva del Río,Sevilla,-5.689397791798511,37.62824970389848
Iznalloz,Iznalloz,Granada,-3.521692892262578,37.390587312483504
Las Almontaras,Almontaras,Granada,-2.756426454063354,37.76762308164588
Cala,Cala,Huelva,-6.31635506195795,37.97146816002886
Lahiguera,Lahiguera,Jaén,-3.9910697605690153,37.97098801776422
Diezma,Diezma,Granada,-3.3316893953617805,37.32097942565808
Valle de Abdalajís,Valle de Abdalajís,Málaga,-4.68177734932054,36.93137597739052
El Arrecife,El Arrecife,Córdoba,-4.8954618753634165,37.69902612121112
Gabia la Grande (Las Gabias),Gabia Grande,Granada,-3.6672075387767578,37.133654953118665
Las Cefiñas,Las Cefiñas,Huelva,-6.859708422656711,37.968099564070734
Dólar,Dólar,Granada,-2.99208606662173,37.17822264303796
Arcos de la Frontera,Arcos de la Frontera,Cádiz,-5.797135447128539,36.74275351920941
Periana,Periana,Málaga,-4.188808274967593,36.92678955222919
Ogíjares,Ogíjares,Granada,-3.606163091649268,37.11955048159278
Delicias Málaga,Málaga,Málaga,-4.446278297673629,36.69696702786064
Suflí,Suflí,Almería,-2.39124231429675,37.338300136633784
Llano del Espino,Llano del Espino,Almería,-2.1896303420331256,37.43752648778762
Góngora,Granada,Granada,-3.5949106479141713,37.16633099888737
Chiclana-La Banda Padre Salado,Chiclana de la Frontera,Cádiz,-6.142577613257157,36.41947798460598
Monteblanco,Dehesa,Huelva,-6.787573577504328,37.789067210560845
Paymogo,Paymogo,Huelva,-7.345644350122716,37.738900382915546
El Buitrón,El Buitrón,Huelva,-6.737008368952531,37.639095154675815
Cortijos Nuevos,Cortijos Nuevos,Jaén,-2.7250170136775447,38.24642628902246
Torre del Mar,Torre del Mar,Málaga,-4.093892304285056,36.74406571813273
Hinojales,Hinojales,Huelva,-6.591402117432491,38.00848458315085
Mollina,Mollina,Málaga,-4.657585023588135,37.1190709432756
Fuengirola-Oeste,Fuengirola,Málaga,-4.628385291408427,36.532347335653775
Chilluévar,Chilluévar,Jaén,-3.0306815090029566,38.00358777675369
Terque,Terque,Almería,-2.5950063245193515,36.983695456735006
Pulianas,Pulianas,Granada,-3.6085607798263046,37.22151452853863
El Juncal,Sevilla,Sevilla,-5.968883527326094,37.37013675312932
Baza,Baza,Granada,-2.7789354332140666,37.49252029251023
Valdezorras,Valdezorras,Sevilla,-5.925434399699223,37.43025870552482
Overa,Los Menas,Almería,-1.988789553028018,37.35140852895723
Matarredonda,Matarredonda,Sevilla,-4.944979666857394,37.37692499111391
El Molar,El Molar,Jaén,-3.146962999612523,37.9803049159171
La Viña,La Carrera de la Viña,Granada,-4.1483107844622245,37.2854303735904
Mairena del Alcor,Mairena del Alcor,Sevilla,-5.7560156035076115,37.371523830139814
Albondón,Albondón,Granada,-3.2126811079669735,36.826705682944215
Sillar Baja,Sillar Baja,Granada,-3.3630632559020026,37.34452534449032
Saleres (El Valle),Saleres,Granada,-3.5935288216606804,36.92970521419021
Consultorio auxiliar - Las Escuelas,Las Escuelas,Jaén,-3.5115924077479383,37.870309458549514
Monda,Monda,Málaga,-4.832552141778262,36.63091739942642
Los Carlos,Consultorio,Granada,-3.375036216084052,36.7634261347932
Mures,Mures,Jaén,-3.822437136024008,37.423103343455054
La Cala,La Cala,Málaga,-4.6779441223189515,36.503902420363794
Campillos,Campillos,Málaga,-4.86497858649318,37.04334139554839
Mairena del Aljarafe Clara Campoamor,Mairena del Aljarafe,Sevilla,-6.058145895426184,37.34402418562837
Jete,Jete,Granada,-3.668348544843967,36.797347994378114
Palomares,Palomares del Río,Sevilla,-6.062352056888482,37.31862597723965
Úrcal,Úrcal,Almería,-1.9199089844909978,37.467530726731
Torrox,Torrox,Málaga,-3.951013032005531,36.75800068034507
Atarfe,Atarfe,Granada,-3.687697148652957,37.221404774359044
Isla Chica_Virgen de la Victoria,Huelva,Huelva,-6.937171688539011,37.25815653315855
Tocón,Tocón,Granada,-3.9680146212067995,37.23752736652579
Puente del Obispo,Puente del Obispo,Jaén,-3.54083700057342,37.950717999920776
La Nava,La Nava,Huelva,-6.744592450407649,37.9632399042272
Turrillas,Turrillas,Almería,-2.2661840594090155,37.02989163756308
Villardompardo,Villardompardo,Jaén,-4.001059696595985,37.83995661235603
Barranquete,El Barranquete,Almería,-2.19486314221793,36.83646091042341
Galaroza,Galaroza,Huelva,-6.710455214314372,37.9270846627341
Aulago,Aulago,Almería,-2.626665855700288,37.16020583066815
Venta de Agramaderos,Venta de Agramaderos,Jaén,-3.9754725764737264,37.38860827609687
Alcóntar,Alcóntar,Almería,-2.596417581587375,37.3369100557818
Zalamea la Real,Zalamea la Real,Huelva,-6.661109908183468,37.68161607600138
La Estación (Guadix),Estación de Guadix,Granada,-3.127276529530798,37.316911589458314
Campillo,El Campillo,Sevilla,-5.216804269477346,37.543144109246185
Santo Domingo,El Ejido,Almería,-2.800729300287426,36.76926316282066
Montejaque,Montejaque,Málaga,-5.250236445183405,36.73574066739536
Villanueva del Rio Y Minas,Villanueva del Río y Minas,Sevilla,-5.7111710235558215,37.657926393088594
La Coronada,La Coronada,Córdoba,-5.491803490278714,38.2553026809335
Pozo de los Frailes,Pozo de los Frailes,Almería,-2.1071358796613424,36.7874477180434
Llanos de Sotillo,Llanos del Sotillo,Jaén,-4.086892999568382,38.03340300063761
Cóbdar,Cóbdar,Almería,-2.2098221855042923,37.26022159232965
Benamocarra,Benamocarra,Málaga,-4.15955327566892,36.79140130403926
Virgen de África,Sevilla,Sevilla,-6.003519981131425,37.376664833819085
Castilblanco de los Arroyos,Castilblanco de los Arroyos,Sevilla,-5.988391235120273,37.67648148726009
Valenzuela,Valenzuela,Granada,-3.984918204964734,37.080903062880054
Cerralba,Cerralba,Málaga,-4.722138149195418,36.74423157158451
El Saltador,El Saltador Bajo,Almería,-1.9285125382974104,37.0298008158756
Triana,Triana,Málaga,-4.166689493441319,36.81899563780097
Palmete,Sevilla,Sevilla,-5.9324527728814305,37.372138566924235
La Cardenchosa,La Cardenchosa,Córdoba,-5.34931180618139,38.14629022437359
La Lobilla,Estepona,Málaga,-5.142562000383845,36.43237300065066
Canillas de Aceituno,Canillas de Aceituno,Málaga,-4.081447332073399,36.87296565808822
Freila,Freila,Granada,-2.906791058557674,37.52861776143755
Los Castillas,Los Castillas,Granada,-3.187022893896325,36.772390720480594
Ojén,Ojén,Málaga,-4.855016467122961,36.56331553155019
Ecija El Almorrón,Écija,Sevilla,-5.086519584489802,37.545531527079454
Nueva Andalucía,Almería,Almería,-2.4476433658132772,36.83997927024201
Belén,Jaén,Jaén,-3.7834621620805344,37.76965893643851
Santa Mª de Trassierra,Santa María de Trassierra,Córdoba,-4.898248929225771,37.92682935845983
Illar,Íllar,Almería,-2.6394718656062945,36.985076299001456
Bejarín,El Bejarín,Granada,-3.1800744145608584,37.338633756113495
Paterna del Campo,Paterna del Campo,Huelva,-6.403836751584947,37.418257469887244
Alcalá de los Gazules,Alcalá de los Gazules,Cádiz,-5.723234482668676,36.46103897858886
Pozo del Camino,Pozo del Camino,Huelva,-7.315473845343448,37.22517953339498
Aracena,Aracena,Huelva,-6.557824173511826,37.88877786959068
Cuevas del Becerro,Cuevas del Becerro,Málaga,-5.044768121605593,36.875695189577165
El Bosque,El Bosque,Cádiz,-5.5068897424803565,36.757640190564196
Sorbas,Sorbas,Almería,-2.1299200001058587,37.09940000052286
Ugíjar,Ugíjar,Granada,-3.055292620791032,36.96469833444219
Higuera de la Sierra,Higuera de la Sierra,Huelva,-6.4471583529870475,37.837214048844544
Estación de San Roque,Estación Férrea,Cádiz,-5.430683430529518,36.21266213834458
Villafranca de Córdoba,Villafranca de Córdoba,Córdoba,-4.546958928344226,37.959272045789774
Fuente Obejuna,Fuente Obejuna,Córdoba,-5.417405954825098,38.267119665937166
Almedinilla,Almedinilla,Córdoba,-4.0920510808171,37.440469351080864
Arenas,Arenas,Málaga,-4.044490986078109,36.815354745639205
Rambla Aljibe,El Tranco,Almería,-2.048528317854403,37.26315860988251
Tiro de Pichón,Málaga,Málaga,-4.45434794032687,36.71031187825767
Bellavista,Bellavista,Huelva,-7.000693516181337,37.27570876062243
Las Navas,Las Navas de la Concepción,Sevilla,-5.463168747370719,37.9322423310441
